DOI,Abstract
10.1016/j.jeem.2024.102970,"Short-term weather forecasts, a common and popular public good in the modern world, affect labor decisions regarding time allocations. This study uses a novel dataset of city -level dayahead weather forecasts in China, collected through video transcriptions of the country's popular TV program spanning over 2000 days since 2010. I estimate the number of hours laborers worked in a day as flexible functions of the daily maximum temperature forecast under different historical levels of forecast accuracy (represented by half -year rolling daily maximum temperature forecast root -mean -squared -error, RMSE ). The results suggest largemagnitude (up to 4.5 and 1.2 h per day) labor decreases under uncomfortable temperature forecasts (extreme heat above 30 degrees C and medium cold 15 degrees C-25 degrees C ), but only when forecasts are accurate ( RMSE approximate to 1 degrees C ). The economic value of accurate weather forecasts is assessed by modeling this labor adaptation to forecasts. Specifically, 930 Yuan (148 USD, in 2015 currency) is gained per worker per year, with each 1 degrees C decrease in the city forecast RMSE . For the entire country, an average 3.9% increase in city -level forecast accuracy for 2011-2015 generates a considerable social benefit of 25.3 billion Yuan (4.03 billion USD) annually from the labor sector alone, nearly covering the annual cost of the national weather forecasting system."
10.1002/hec.4264,"This paper presents the first causal estimates of the effect of weather on children's time allocation. It exploits exogenous variations in local weather observed during the random diary dates of two nationally representative cohorts of Australian children whose time-use diaries were surveyed biennially over 10 years. Unfavorable weather conditions, as represented by cold or hot temperature or rain, cause children to switch activities from outdoors to indoors, mainly by reducing the time allocated to active pursuits and travel and increasing the time allocated to media. Furthermore, the effects of bad weather are more pronounced on weekends and for children with asthma. Our results also provide some evidence of adaptation, as temperature tends to have greater impact not only in winter months but also in colder regions. Our findings are robust to a wide range of sensitivity checks, including controlling for individual fixed effects and using alternative model specifications. Overall, the results suggest that extreme weather conditions may diminish children's health, development and long-term achievements through their effects on children's time allocation."
10.3390/su132313393,"Global climate change is a significant challenge for current and, particularly, future generations. In the public debate about the fair allocation of associated costs commonly the moral claim that the developed countries should burden the costs is expressed. To support this claim, often four moral arguments, based on the theory of justice, are raised: (i) the polluter pays, (ii) the historical responsibility, (iii) the beneficiary pays, and (iv) the ability to pay. The aim of the paper is to assess whether these principles impose a duty on the developed countries and whether a fair allocation of costs would be achieved."
10.3390/cli12080110,"In rainfed areas, precipitation variations directly impact wheat growth stages such as emergence, tillering, jointing and booting, and maturity. Evaluating the impact of climate change on precipitation patterns during these critical growth stages is crucial for adapting climate change and ensuring global food security. In this study, projections of five General Circulation models (GCMs) under two shared socioeconomic pathways (SSPs) were used to predict the changing characteristics of precipitation during four main growth stages of wheat in the rainfed region of the Pothwar Plateau, Pakistan. Historical datasets of daily precipitation at six weather stations were analyzed to check the past changes in the precipitation patterns. During the baseline period (1985-2014), the annual average precipitation decreased at a rate of -9.75 mm/decade, while the amount of precipitation during the rabi season (wheat-growing season) decreased at a rate of -20.47 mm/decade. An increase in the precipitation was found during the fourth (flowering) stage of crop growth, while the first three stages experienced a decrease in the precipitation amount. The multimodal ensembled data, under the SSP2-4.5 scenario, revealed a significant decline (at the rate of -16.63 mm/decade) in the future annual precipitation. However, it is projected that, under SSP2-4.5, there may be a slight increase (4.03 mm/decade) in the total precipitation amount during the future rabi season. Under the SSP5-8.5 scenario, average annual precipitation exhibited a slightly increasing trend, increasing by 1.0 mm/decade. However, during the rabi season, there was a possibility of a decrease in precipitation amount, with a rate of 11.64 mm/decade. It is also expected that the precipitation amount may vary significantly during the crown root initiation, jointing and booting, and flowering stages in the near future. These results provide a framework for the planning of wheat production in the Pothwar region of Pakistan, taking into account the potential impact of shifting weather patterns, particularly in terms of uneven precipitation."
10.1016/j.gloenvcha.2016.12.006,"Climate change is threatening global food production and could potentially exacerbate food insecurity in many parts of the world. China, is the second largest maize producer. Variations in maize yields in China are likely to have major implications for food security in the world. Based on longitudinal data of 4861 households collected annually between 2004 and 2010, we assess the impact of weather variations on maize yields in the two main producing regions in China, the Northern spring maize zone and the Yellow-Huai Valley summer maize zone. We also explore the role of adaptation, by estimating the response of Chinese farmers in both regions, in particular in terms of income diversification. With the use of household and time fixed effects, our estimates relate within-household variations in household outcomes (maize yields, net income, land and input use) to within-location variations in weather conditions. Temperature, drought, wet conditions, and precipitations have detrimental effects on maize yields in the two maize zones. The impact is stronger in the Northern spring maize zone where one standard deviation in temperature and drought conditions decreases maize yields by 1.4% and 2.5%, respectively. Nonetheless, such impact does not seem to translate into a significant fall in total net income. Adaptation seems to be key in explaining such a contrast in the Northern spring maize zone where the largest impact is estimated. On the contrary, we find a lower impact in the other region, the Yellow-Huai Valley summer maize zone but such impact is likely to intensify. The lack of adaptation observed in that region results into detrimental impacts on net farm and total income. Enhancing adaptative behaviors among Chinese farmers even further is likely to be key to future food security in China and in the rest of the world. (C) 2016 Elsevier Ltd. All rights reserved."
10.1088/1748-9326/11/6/064008,"Climate change has been statistically proven to substantially influence the economy of early modern Europe, particularly in the long term. However, a detailed analysis of climate change and the economy of historical China remains lacking, particularly from a large-scale and quantitative perspective. This study quantitatively analyzes the relationship between climate change and the economy in late imperial China (AD 1600-1840) at the national level. This study also compares the findings on the relationship between climate change and the economy in late imperial China with those in early modern Europe. Results of multivariate regression and Granger causality analyses indicate that (1) climate change induces economic fluctuations in late imperial China, particularly in the long term; (2) given that the economic center is located in South China during the study period, temperature has a greater influence on the economy than precipitation; (3) the population of China is statistically proven to primarily act as consumers in the long term; and (4) given the long-term role of the Chinese population, the economic vulnerability in late imperial China under climate change is further increased and is higher than that in early modern Europe, whose population mainly acts as producers in the long term. In conclusion, the late imperial Chinese society has a high economic vulnerability to climate change. These findings revisit Malthusian theory and 'Great Divergence' theory by including the perspective of economic vulnerability under climate change during the study period. The role of the population must be investigated further to address the socioeconomic vulnerabilities under climate change."
10.1016/j.jeem.2024.103047,"This paper improves our understanding of how rainwater impacts economic growth by investigating the effects of overlooked properties of the water cycle. First, we consider the natural separation of rainwater into flows of blue water (i.e., the water that runs off towards rivers) and green water (i.e., that remaining in the soil). Second, we account for the presence of surface and groundwater stocks. . These considerations allow us to comprehensively address the whole partition of rainwater, which, upon reaching the ground, splits into distinct water resources that determine water availability inland. Our analyses on a global panel coupling sub-national economic and hydrological data show that rainwater does increase growth, but do so differently depending on its partition. Specifically, blue water leads to more economic growth than green water at the margin, but, because two thirds of terrestrial water is green, the latter contributes more to growth in total. By missing this crucial partition, we find that commonly used rainwater measurements overstate rainwater's contribution to growth (by about two). Our analyses further indicate that, although groundwater reserves always mitigate the impacts of rainwater reduction on growth, surface water reserves sometimes amplify regional dependence to rainwater (depending on sector, income and reserve types)."
10.1016/j.irfa.2024.103096,"There is a growing awareness that climate change is a new source of risk to the financial system, but crosscountry evidence on the impact of climate risk on financial stability is lacking. This study empirically investigates the impact of climate risk on financial stability using panel data from 2007 to 2019 in 53 countries. The findings of this study reveal that climate risk negatively affects financial stability, and this adverse impact will show differences due to the different levels of economic development, financial development, and competition among countries. Furthermore, macroprudential policies have effectively maintained the financial stability of countries affected by climate risk. However, the macroprudential policies imposed on borrowers are different from balance -based and buffer -based macroprudential tools. In addition, good national governance quality can contain the impact of climate risk on financial stability. After suffering from climate risk, strengthening political stability, improving government efficiency, supervision, and legal system, strictly controlling corruption and improving the right to speak and accountability are conducive to the country's maintenance of financial stability to varying degrees. This study not only enriches the existing research in the field of climate financial risk, but also provides a reference for government departments to reduce the impact of climate risk and maintain financial stability."
10.1088/1748-9326/abc587,"The importance of green water (moisture from rain stored in soils) for global food and water security is widely recognized, with process-based simulation models and field-level studies demonstrating its role in supporting rainfed agriculture. Despite this evidence, the relationship between green water anomalies and rainfed agriculture has not yet been investigated using statistical models that identify a causal relationship between the variables. Here, we address this gap and use disaggregated statistical regression (panel data analysis) at the 30 arc-min grid level to study the response of observed yields (1982-2010) of four main crops (maize, rice, soybean and wheat) to green water anomalies globally over rainfed areas. Dry green water anomalies (1 or 2 standard deviations below long-term average) decrease rainfed crop yields worldwide. This effect is more pronounced for wheat and maize, whose yields decline by 12%-18% and 7%-12% respectively. Globally, agricultural production benefits from wet green water anomalies. This effect is intensified in arid climates and weakened in humid climates where, for wheat, soybean and rice, periods of green water availability 2 standard deviations above long-term averages lead to declines in crop yield. This confirms existing evidence that excess soil moisture is detrimental to crop yield. These findings (1) advance our understanding of the impact of green water on rainfed food production and (2) provide empirical evidence supporting arguments for better management of local green water resources to reduce the impact of agricultural drought and waterlogging on rainfed crop production and capture the yield increasing effects of positive green water anomalies."
10.1016/j.jcomm.2024.100423,"The challenges posed by climate change on the agricultural market have become a pressing concern. An accurate reading of future agricultural commodity prices can be an invaluable planning instrument for diverse interested parties. Here, we explore asset pricing implications of climate risk for the agricultural commodity market from January 2005 to December 2021. Through introducing a composite climate risk index based on the four individual climate risk measures of Faccini et al. (2023), our findings provide valuable insights into the time-series predictability of aggregate climate risk on future agricultural commodity returns, both in- and out-of-sample. This powerful predictability conveys substantial economic benefits to mean- variance investors and cannot be subsumed by conventional economic predictor variables. The evidence further suggests that physical risk, especially global warming, exhibits much stronger return predictability than transition risk. Moreover, we emphasize the pivotal role of climate risk in shaping supply dynamics and capturing investor attention, thereby serving as potential drivers of return predictability. Overall, these predictive insights hold important implications for risk management, investment strategies, and policy formulation in the agricultural commodity market."
10.1007/s10584-005-5929-9,"This paper discusses methodological issues relevant to the calculation of historical responsibility of countries for climate change ('The Brazilian Proposal'). Using a simple representation of the climate system, the paper compares contributions to climate change using different indicators: current radiative forcing, current GWP-weighted emissions, radiative forcing from increased concentrations, cumulative GWP-weighted emissions, global-average surface-air temperature increase and two new indicators: weighted concentrations (analogue to GWP-weighted emissions) and integrated temperature increase. Only the last two indicators are at the same time 'backward looking' (take into account historical emissions), 'backward discounting' (early emissions weigh less, depending on the decay in the atmosphere) and 'forward looking' (future effects of the emissions are considered) and are comparable for all gases. Cumulative GWP-weighted emissions are simple to calculate but are not 'backward discounting'. 'Radiative forcing' and 'temperature increase' are not 'forward looking'. 'Temperature increase' discounts the emissions of the last decade due to the slow response of the climate system. It therefore gives low weight to regions that have recently significantly increased emissions. Results of the five different indicators are quite similar for large groups (but possibly not for individual countries): industrialized countries contributed around 60% to today's climate change, developing countries around 40% (using the available data for fossil, industrial and forestry CO2, CH4 and N2O). The paper further argues including non-linearities of the climate system or using a simplified linear system is a political choice. The paper also notes that results of contributions to climate change need to be interpreted with care: Countries that developed early benefited economically, but have high historical emission, and countries developing at a later period can profit from developments in other countries and are therefore likely to have a lower contribution to climate change."
10.7717/peerj.8026,"China has experienced intensive urbanization over the past decades. However, it is still unclear about the influence of urbanization on urban thermal comfort and how the effect varies with climate condition. Based on long-term daily meteorological data from 1990 to 2015 in four Chinese cities undergoing rapid urbanization, our study tried to detect the long-term dynamics of summer urban thermal comfort across different climate zones and analyze their relationships with urbanization. Our results showed that urbanization can increase urban temperature and decrease relative humidity and wind velocity. Urban thermal comfort and discomfort days also changed greatly, especially in Harbin, Northeast China from 1990 to 2015. However, such changes for different cities across different climate zones are inconsistent. Results also showed that urbanization especially for social economic activities can have a significant influence on the physiological Equivalent Temperature (PET). Compared with southern cities, the PET in northern cities such as Harbin and Changchun in this study is more sensitive to urbanization. These results reveal that the changing patterns of urban thermal comfort in Chinese cities under rapid urbanization, and help government take some effective measures to improve urban thermal environment."
10.1146/annurev-resource-100516-033554,"This article reviews the economic and analytical challenges of adaptation to climate change. Adaptation to climate risks that can no longer be avoided is an important aspect of the global response to climate change. Humans have always adapted to changing climatic conditions, and there is growing, if still patchy, evidence of widespread adaptation behavior. However, adaptation is not autonomous as sometimes claimed. It requires knowledge, planning, coordination, and foresight. There are important knowledge gaps, behavioral barriers, and market failures that hold back effective adaptation and require policy intervention. We identify the most urgent adaptation priorities, including areas where delay might lock in future vulnerability, and outline the decision-making challenges of adapting to an unknown future climate. We also highlight the strong interlinkages between adaptation and economic development, pointing out that decisions on industrial strategy, urban planning, and infrastructure investment all have a strong bearing on future vulnerability to climate change. We review the implications of these links for adaptation finance and what the literature tells us about the balance between adaptation and mitigation."
10.1016/j.cities.2024.105456,"Extreme temperature can worsen the sustainability of government finance, and is a public cost that needs to be identified. In this paper, we estimate the impact of high temperatures on spreads of Urban Investment Bond (UIB) by dividing daily mean temperatures obtained from weather stations into ten temperature bins and calculating the number of days in a year that fall into different temperature bins and matching them with China's bond-level data of UIBs. We find that an increase in extreme temperatures results in a significant rise in the yield spreads of UIBs. This is because extreme temperatures weaken the guarantee capacity of local governments as well as increase their demand for financing through UIBs. A series of robustness verify the robustness of the results. In further analysis, we explore the effect of investors' attention, mitigation and adaptation measures, heterogeneity and predicts the long-term impacts of temperature change. This paper enriches the literature on the impacts of climate change on the public sector, on the pricing of municipal bonds, on the impacts of climate change on developing countries, and provides credible policy implications for bond management and fiscal sustainability of local governments."
10.1016/j.eneco.2021.105216,"Previous research on the effects of daylight saving time (DST) on electricity consumption has provided mixed results. We use daily state-level panel data on electricity consumption in Australia between 1998 and 2015, during which period there was considerable variation in the presence and timing of DST implementation, as well as in weather conditions and cooling usage within and between states. This provides us with a unique opportunity to study the interaction effects of DST with exogenous variation in daily weather conditions and cooling usage over two decades. Our results show that the effect of DST on electricity consumption depends strongly on weather conditions and cooling usage. Forward DST increases the electricity consumption when temperatures and air conditioner ownership are higher. We provide simulations for countries in the European Union that need to decide on DST adoption in the coming year. Our findings are policy-relevant given rising temperatures and worldwide increases in cooling usage during summer. (c) 2021 Elsevier B.V. All rights reserved."
10.1016/j.gfs.2020.100488,"The potential impacts of climate change on current livestock systems worldwide are a major concern, and yet the topic is covered to a limited extent in global reports such as the ones produced by the Intergovernmental Panel on Climate Change. In this article, we review the risk of climate-related impacts along the land-based livestock food supply chain. Although a quantification of the net impacts of climate change on the livestock sector is beyond the reach of our current understanding, there is strong evidence that there will be impacts throughout the supply chain, from farm production to processing operations, storage, transport, retailing and human consumption. The risks of climate-related impacts are highly context-specific but expected to be higher in environments that are already hot and have limited socio-economic and institutional resources for adaptation. Large uncertainties remain as to climate futures and the exposure and responses of the interlinked human and natural systems to climatic changes over time. Consequently, adaptation choices will need to account for a wide range of possible futures, including those with low probability but large consequences."
10.1016/j.compag.2023.108335,"There are great challenges for the accurate prediction of wheat yield at large-scale region due to the spatial heterogeneity of soil, management and meteorological conditions. The Huang-Huai-Hai plain (HHHP) is the most important wheat producing area in China. Timely and effective prediction of wheat yield in the HHHP is of great significance for ensuring food security. However, there is still a lack of studies on long-term wheat yield pre-diction with high spatial resolution in the HHHP. In this study, the simulation results (including phenological information, LAI and yield) of WheatGrow model and the meteorological variables were used to train regression model, which was applied in the corresponding satellite images and gridded meteorological variables to develop wheat yield prediction model (SCYMvp). Then time-series yield maps of wheat in the HHHP (2001-2020) were obtained and the digitization footprint was estimated. We found that SCYMvp model developed by combining machine learning algorithm (ML) with two state variables (phenological information and GCVI) had the best performance (r = 0.7, NRMSE = 15 %) for wheat yield prediction in the HHHP. Compared with other yield prediction models, SCYMvp model reduced the error of yield prediction to some extent. Meanwhile, SCYMvp model showed good accuracy in wheat yield prediction at the irrigated fields and rainfed fields. In addition, extreme climate events had a weak influence on the SCYMvp model in wheat yield prediction. The yield pre-diction with high spatial resolution generated by SCYMvp model in the HHHP during past 20 years had good consistency and low error with the statistical yield in the spatio-temporal scale. Compared with the Global-WheatYield4km product, the SCYMvp model had a better ability to capture spatial heterogeneity of wheat yield at site scale. In addition, required data size per hectare for predicting wheat yield showed a significant increasing trend. The results indicated that the SCYMvp model developed in this study can effectively map wheat yield with high spatial resolution in the study area, and has good potential in smallholder farming economy with large spatial heterogeneity of management conditions."
10.1038/s41586-018-0071-9,"International climate change agreements typically specify global warming thresholds as policy targets(1), but the relative economic benefits of achieving these temperature targets remain poorly understood(2,3). Uncertainties include the spatial pattern of temperature change, how global and regional economic output will respond to these changes in temperature, and the willingness of societies to trade present for future consumption. Here we combine historical evidence(4) with national-level climate(5) and socioeconomic(6) projections to quantify the economic damages associated with the United Nations (UN) targets of 1.5 degrees C and 2 degrees C global warming, and those associated with current UN national-level mitigation commitments (which together approach 3 degrees C warming(7)). We find that by the end of this century, there is a more than 75% chance that limiting warming to 1.5 degrees C would reduce economic damages relative to 2 degrees C, and a more than 60% chance that the accumulated global benefits will exceed US$20 trillion under a 3% discount rate (2010 US dollars). We also estimate that 71% of countries-representing 90% of the global population-have a more than 75% chance of experiencing reduced economic damages at 1.5 degrees C, with poorer countries benefiting most. Our results could understate the benefits of limiting warming to 1.5 degrees C if unprecedented extreme outcomes, such as large-scale sea level rise(8), occur for warming of 2 degrees C but not for warming of 1.5 degrees C. Inclusion of other unquantified sources of uncertainty, such as uncertainty in secular growth rates beyond that contained in existing socioeconomic scenarios, could also result in less precise impact estimates. We find considerably greater reductions in global economic output beyond 2 degrees C. Relative to a world that did not warm beyond 2000-2010 levels, we project 15%-25% reductions in per capita output by 2100 for the 2.5-3 degrees C of global warming implied by current national commitments(7), and reductions of more than 30% for 4 degrees C warming. Our results therefore suggest that achieving the 1.5 degrees C target is likely to reduce aggregate damages and lessen global inequality, and that failing to meet the 2 degrees C target is likely to increase economic damages substantially."
10.1002/soej.12433,"For three decades, advocates for climate change policy have simultaneously emphasized the urgency of taking ambitious actions to mitigate greenhouse gas (GHG) emissions and provided false reassurances of the feasibility of doing so. The policy prescription has relied almost exclusively on a single approach: reduce emissions of carbon dioxide (CO2) and other GHGs. Since 1990, global CO2 emissions have increased 60%, atmospheric CO2 concentrations have raced past 400 ppm, and temperatures increased at an accelerating rate. The one-prong strategy has not worked. After reviewing emission mitigation's poor performance and low-probability of delivering on long-term climate goals, we advance a three-pronged strategy for mitigating climate change risks: adding adaptation and amelioration-through solar radiation management (SRM)-to the emission mitigation approach. We highlight SRM's potential, at dramatically lower cost than emission mitigation, to play a key role in offsetting warming. We address the moral hazard reservation held by environmental advocates-that SRM would diminish emission mitigation incentives-and posit that SRM deployment might even serve as an awful action alert that galvanizes more ambitious emission mitigation. We conclude by emphasizing the value of an iterative act-learn-act policy framework that engages all three prongs for limiting climate change damages."
10.3390/en12244644,"This study aims to explore the casual relationship between agricultural production, economic growth and carbon dioxide emissions in Pakistan. An autoregressive distributed lag (ARDL) model is applied to examine the relationship between agricultural production, economic growth and carbon dioxide emissions using time series data from 1960 to 2014. The Augmented Dickey-Fuller (ADF), Phillips-Perron (PP) and Kwiatkowski-Phillips-Schmidt-Shin (KPSS) tests are used to check the stationarity of variables. The results show both short-run and long-run relationships between agricultural production, gross domestic product (GDP) and carbon dioxide emissions in Pakistan. From the short-run estimates, it is found that a 1% increase in barley and sorghum production will decrease carbon dioxide emissions by 3% and 4%, respectively. The pairwise Granger causality test shows unidirectional causality of cotton, milled rice, and sorghum production with carbon dioxide emissions. Due to the aforementioned cause, it is essential to manage the effects of carbon dioxide emissions on agricultural production. Appropriate steps are needed to develop agricultural adaptation policies, improve irrigation facilities and introduce high-yielding and disease-resistant varieties of crops to ensure food security in the country."
10.3389/fenvs.2023.1048525,"This paper assesses the relevance and outcome of involving a transdisciplinary group of stakeholders in a scenario-building research project. The scenarios describe plausible external, long-term conditions with the aim to improve the knowledge basis of a national (Norwegian) government pursuing climate policy targets for 2030 and 2050 under uncertainty. The scenario process has two phases with quite different roles for the participants. In the first, the aim is to create broad engagement and participation in exploring narratives for how key external conditions might develop and form premises for the national climate strategies for Norway. The ambition in this phase is to deduce a handful of wide-ranging and distinctly different, qualitative scenarios. The second phase is devoted to translating the narratives into quantitative projections for the Norwegian economy and greenhouse gas emissions by means of linking global and national largescale models. We claim that research projects building and using scenarios have significant potential to benefit from involving a broad stakeholder group in developing qualitative narratives. The second phase involves complex quantitative simulations. In order to provide scientific rigor and credibility to the scenarios, this phase primarily calls for scholars with technical skills, knowledge on the research frontier and modelling experience. Nevertheless, later use of these scenarios in numerical policy studies can gain from resumed researcher-stakeholder interaction."
10.1088/1748-9326/ac5cf4,"Large-ensemble climate model simulations can provide deeper understanding of the characteristics and causes of extreme events than historical observations, due to their larger sample size. However, adequate evaluation of simulated 'unseen' events that are more extreme than those seen in historical records is complicated by observational uncertainties and natural variability. Consequently, conventional evaluation and correction methods cannot determine whether simulations outside observed variability are correct for the right physical reasons. Here, we introduce a three-step procedure to assess the realism of simulated extreme events based on the model properties (step 1), statistical features (step 2), and physical credibility of the extreme events (step 3). We illustrate these steps for a 2000 year Amazon monthly flood ensemble simulated by the global climate model EC-Earth and global hydrological model PCR-GLOBWB. EC-Earth and PCR-GLOBWB are adequate for large-scale catchments like the Amazon, and have simulated 'unseen' monthly floods far outside observed variability. We find that the realism of these simulations cannot be statistically explained. For example, there could be legitimate discrepancies between simulations and observations resulting from infrequent temporal compounding of multiple flood peaks, rarely seen in observations. Physical credibility checks are crucial to assessing their realism and show that the unseen Amazon monthly floods were generated by an unrealistic bias correction of precipitation. We conclude that there is high sensitivity of simulations outside observed variability to the bias correction method, and that physical credibility checks are crucial to understanding what is driving the simulated extreme events. Understanding the driving mechanisms of unseen events may guide future research by uncovering key climate model deficiencies. They may also play a vital role in helping decision makers to anticipate unseen impacts by detecting plausible drivers."
10.1007/s11430-023-1443-0,"Economic feasibility is crucial for achieving the carbon neutrality target. However, current integrated assessments often underestimate the economic impacts of mitigation policies due to the lack of consideration of their economic benefits. This study integrates a warming-labour productivity model with a typical integrated assessment model using shared socioeconomic pathways. It simulates China's economic development and carbon emission levels under both baseline and carbon-neutral policy scenarios, evaluating the economic costs and benefits of emission reduction policies aimed at achieving carbon neutrality. These findings reveal the following: (1) The economic costs of emission reduction policies are projected to peak between 2050 and 2060, ranging from 0.41% to 9.37% of total GDP in the baseline scenario, primarily due to increased energy prices and R&D investments. These costs are expected to decline rapidly after 2070. (2) China's carbon-neutral policies will mitigate global warming, with the economic benefits of mitigation projected to reach 5.65% to 17.24% of China's total GDP by 2100. (3) Low-carbon scenarios SSP1 and SSP4 could significantly reduce initial economic costs and advance the onset of net economic gains to 2060. This integrated assessment confirms that China's carbon neutrality target offers substantial net economic benefits in the long term. To minimize initial economic costs, efforts should focus on enhancing consumption-side transitions, upgrading low-carbon technologies, and adopting new energy sources."
10.3389/fenvs.2022.996515,"In this study, we examine the contribution of nuclear, fossil (coal, oil, and gas), and renewable (hydro, solar, wind, biofuel) electricity sources to pollution in the globalization era, as measured by total greenhouse gases (GHG) produced by electricity per capita. We conduct an empirical investigation in a global panel of 163 countries which assesses both the concurrent and individual effects of alternative energy sources. Additionally, we implement a second model to assess the roles of various electricity sources on the carbon intensity of electricity generation. Robust GMM estimators show that fossil electricity is a major polluter and a driver of carbon intensity. Furthermore, nuclear and renewable energy reduce pollution on a global scale, with wind emerging as the most efficient energy source in the global fight against pollution and climate change. Moreover, globalization as measured by trade openness tends to reduce the carbon intensity of electricity production (CI), whereas biofuels have an increasing impact on CI. The findings have important policy implications, indicating that shifting to nuclear and renewable energy sources could help countries achieve their sustainable development goals more efficiently."
10.1111/rode.13135,"In recent years, there have been calls for policy makers to do more to fight climate change. Indeed, there are growing concerns that climate could exert a serious detrimental impact on financial stability, and thus the wider economy. Empirically, a limited number of studies have highlighted the inflationary effects of climate-related variables. This study is an attempt to contribute to this literature. More specifically, the article investigates the dynamic inflationary effect of climate in a case study of Belize. Results derived from quarterly data, over the period 1994-2019, and local linear projections suggest that inflation responds positively and significantly to temperature and rainfall shocks. Further disaggregation of inflation into its subindices reveals that this increase in inflation is mainly driven by the effect of climate on food, alcohol and tobacco, household, hospitality, and other goods and services inflation. The findings remain robust even when accounting for temperature and rainfall deviations from historical means. The results suggest that, while inflation control might not be a core element of monetary policy in Belize, policy makers should be aware that these climate-related effects may have ramifications for the Belize economy."
10.3389/fsufs.2024.1365536,"The analysis of herding households' agricultural insurance purchasing behavior under climate risk can help improve the agricultural insurance system in pastoral areas in China.By constructing an analytical framework of climate change, risk perception, and herding households' agricultural insurance purchase decisions, this study matched the survey data from 764 herding households across different types of grasslands in Inner Mongolia with meteorological data from 2019 to 2023. Based on Probit model regression and mediation effect tests, the following conclusions were drawn: Firstly, climate change, especially abnormal fluctuations in precipitation, triggers yield losses and induces loss aversion among herding households, which translates into agricultural insurance purchasing behavior. Secondly, as herding households are divided into production herding households and subsistence herding households, the impact of climate risk on production herding households' agricultural insurance purchase decisions is more pronounced than that of subsistence herding households. Thirdly, from the perspective of the mechanism of climate change on the agricultural insurance purchasing behavior of production-oriented herding households, climate risk mainly influences herding households' agricultural insurance purchase through their risk perception. Therefore, with the intensification of global climate change, while further stimulating the agricultural insurance purchasing demand of living herding households through differentiated premium subsidy policies in the future, it is necessary to further enhance the risk perception level of herding households by strengthening the construction of weather forecasting and agricultural and livestock risk data sharing platform, so as to transform the external changes in climate risk into the intrinsic motivation of herding households' agricultural insurance purchasing behaviors, and to enhance the herding households' Climate risk coping capacity of herdsmen."
10.3390/su11236783,"The recent IPCC Special Report on global warming of 1.5 degrees C emphasizes that rapid action to reduce greenhouse gas (GHG) emissions is vital to achieving the climate mitigation goals of the Paris Agreement. The most-needed substantial upscaling of investments in GHG mitigation options in all sectors, and particularly in manufacturing sectors, can be an opportunity for a green economic development leap in developing countries. Here, we use the Brazilian manufacturing sectors as an example to explore a transformation of its economy while contributing to the Paris targets. Projections of Brazil's economic futures with and without a portfolio of fiscal policies to induce low carbon investments are produced up to 2030 (end year of Brazil's Nationally Determined Contribution-NDC), by employing the large-scale macro econometric Energy-Environment-Economy Model, E3ME. Our findings highlight that the correct mix of green stimulus can help modernize and decarbonize the Brazilian manufacturing sectors and allow the country's economy to grow faster (by up to 0.42% compared to baseline) while its carbon dioxide (CO2) emissions decline (by up to 14.5% in relation to baseline). Investment levels increase, thereby strengthening exports' competitiveness and alleviating external constraints to long-term economic growth in net terms."
10.1016/j.eneco.2024.107696,"In recent years, heightened global attention to climate change threats has spurred a rising tide of investors towards eco-conscious investment alternatives, reflecting a persistent urgency to align financial activities with sustainability objectives. This paper examines the potential role of people ' s attention to climate change concerns in explaining the price dynamics of various environmentally friendly financial assets, including solar energy stocks, clean energy stocks, sustainable stocks, low-carbon footprint stocks, and green bonds. The sample period is from January 03, 2014 to March 08, 2024. The principal component analysis is used to construct a proxy indicator for climate change-related attention, while the quantile ARDL approach is adopted to assess the relevance of this attention not only across short- and long-term horizons but also amidst normal, bearish, and bullish market conditions. The results reveal that eco-friendly financial assets are sensitive to public focus on climate change in the short run. The observed sensitivity, nonetheless, tends to fade away over the long term. For most assets examined, the magnitude of this sensitivity is not symmetric across quantiles; rather, it appears to vary depending on the prevailing market states. Our findings bear important implications for both investors and policymakers."
10.1016/j.eneco.2024.107968,"Climate policy uncertainty (CPU), driven by the need to address climate extremes and environmental degradation, significantly impacts the strategic corporate investments (CI) of energy firms. This study examines the influence of CPU on CI within the energy sector, with a particular focus on the moderating role of corporate social responsibility (CSR). Utilizing an empirical approach and a dataset of U.S. energy firms, the research reveals that CPU negatively affects CI, even after controlling for firm-specific factors such as size, financial leverage, and profitability. The study also uncovers a complex relationship between CSR and CI under conditions of CPU. While CSR is beneficial for firms' long-term growth and financial health by promoting sustainable practices, it can also intensify the negative impact of CPU on CI for firms with limited financial resources. The findings highlight the critical need to investigate the interplay between CPU, CSR, and CI in the energy sector. This research contributes to energy economics by providing insights into how CPU and CSR shape CI, offering a nuanced perspective on the dual role of CSR in the context of CPU. The results are of academic significance and have practical implications for corporate strategy, policymaking, and investment decisions in an industry central to global climate action and economic progress."
