DOI,Author(s),Year,Paper Title,Background,Methodology,Results,Discussion
10.1038/s41558-021-01236-x,Gambhir et al.,2022.0,Near-term transition and longer-term physical climate risks of greenhouse gas emissions pathways,"Policy, business, finance and civil society stakeholders are increasingly looking to compare future emissions pathways across both their associated physical climate risks stemming from increasing temperatures and their transition climate risks stemming from the shift to a low-carbon economy. This study presents an integrated framework to explore near-term (to 2030) transition risks and longer-term (to 2050) physical risks, globally and in specific regions, for a range of plausible greenhouse gas emissions and associated temperature pathways, spanning 1.5-4 degrees C levels of long-term warming. The analysis assesses transition and physical climate risks to 2050 globally and in key regions (including US), focusing on risks like heatwaves, drought, heat stress impacting maize yields, mitigation costs, carbon prices, and fossil fuel demand.","Integrated assessment and physical impacts models (GCAM, MAGICC, and a suite of impact models) are used to explore near-term transition (to 2030) and longer-term physical (to 2050) risks under different emissions pathways (1.5-4°C warming targets). The methodology combines a technology-rich, regionally disaggregated IAM with a reduced complexity climate model and impacts models, generating risk-related output indicators at a 0.5x0.5 degree resolution, then aggregated to regional scales. Scenarios explore variations in socio-economic pathways and technology assumptions (renewables, CCS, nuclear) and account for uncertainty in climate sensitivity and carbon cycle feedbacks. Metrics are normalized to a 2°C central scenario, with a 1981-2010 baseline. Physical risk indicators include heatwaves, agricultural drought, heat stress, and crop duration reductions, while transition risks are assessed via emissions, energy, and cost metrics. The analysis assumes constant cropland area and complements NGFS scenarios.","By 2050, physical risks deriving from major heatwaves, agricultural drought, heat stress and crop duration reductions depend greatly on the temperature pathway. By 2030, transition risks most sensitive to temperature pathways stem from economy-wide mitigation costs, carbon price increases, fossil fuel demand reductions and coal plant capacity reductions. Considering several pathways with a 2 degrees C target demonstrates that transition risks also depend on technological, policy and socio-economic factors. There is a balance in mitigation pathway design between economic transition cost and physical climate threats. Scenarios with similar long-term physical risks can have different near-term transition risks, and scenarios aimed at the same temperature goal can have considerably different transition risks by 2030.","This study provides a comprehensive framework to assess the near- and long-term risks under various warming scenarios globally and in particular regions. The analysis avoids economy-wide damage estimates due to uncertainties, focusing on heatwaves, drought, and heat stress. Technology, policy, and socio-economic factors are critical drivers of risk. Adaptation measures and low-carbon investment stimulus are not explicitly considered. The study emphasizes the importance of integrated risk assessment for building further analysis. The analysis notes regional variations in river flooding and drought impacts and explores a 'no policy' scenario leading to 4.3°C warming, and various 2°C and 1.5°C pathways involving technological and behavioral changes, and regional approaches."
10.1038/s43017-020-0085-3,Bowman et al.,2020.0,Vegetation fires in the Anthropocene,"Vegetation fires are a critical component of the Earth system but can also cause substantial economic losses, severe air pollution, human mortality and environmental damage. Contemporary fire regimes are increasingly impacted by human activities and climate change. Owing to the complex fire–human–climate interactions and incomplete historical or long-term datasets, it is difficult to detect and project fire-regime trajectories. Fire frequency, severity, and area burned are expected to rise due to these anthropogenic influences, particularly in flammable forests, boreal zones, and tropical rainforests.","This review uses satellite observations (including MODIS), ERA5 data, historical reconstructions, regional analyses, process-based Earth System Models, and statistical environmental-niche modeling to analyze fire trends, emissions, and future fire regimes. It also incorporates Fire Weather Index calculations from climate models and emphasizes evidence-based fire management strategies that include indigenous and local knowledge. The study also stresses the need for transdisciplinary research co-designed with communities and agencies and underscores the importance of regional-scale analyses due to variability and human influence.","Although there are large uncertainties, it is likely that the economic and environmental impacts of vegetation fires will worsen as a result of anthropogenic climate change. These effects will be particularly prominent in flammable forests in populated temperate zones, the sparsely inhabited flammable boreal zone and fire-sensitive tropical rainforests, and will contribute to greenhouse gas emissions.","The impacts of increased fire activity can be mitigated through effective stewardship of fire regimes, which should be achieved through evidence-based fire management that incorporates indigenous and local knowledge, combined with planning and design of natural and urban landscapes. Increasing transdisciplinary research is needed to fully understand how Anthropocene fire regimes are changing and how humans must adapt. Fire activity detection and prediction is challenging due to short records, regional variability, and human influence; regional-scale analyses are crucial; area burned alone is insufficient to assess economic risk; adaptation and effective fire regime management are vital for sustainability and emission reduction; fuel management requires frequent application; managed fire can have negative socio-ecological side effects; boreal fire reduction demands a multi-pronged, international approach; increased investment in training, capacity building, and diversity in fire management is needed."
10.1016/j.crm.2023.100516,Tebaldi et al.,2023.0,The hazard components of representative key risks. The physical climate perspective,"The framework of Representative Key Risks (RKRs) has been adopted by the Intergovernmental Panel on Climate Change Working Group II (WGII) to categorize, assess and communicate a wide range of regional and sectoral key risks from climate change. These are risks expected to become severe due to the potentially detrimental convergence of changing climate conditions with the exposure and vulnerability of human and natural systems. Other papers in this special issue treat each of eight RKRs holistically by assessing their current status and future evolution as a result of this convergence. However, in these papers, such assessment cannot always be organized according to a systematic gradation of climatic changes. Often the big-picture evolution of risk has to be extrapolated from either qualitative effects of “low”, “medium” and “high” warming, or limited/focused analysis of the consequences of particular mitigation choices (e.g., benefits of limiting warming to 1.5 or 2C), together with consideration of the socio-economic context and possible adaptation choices. This study addresses this gap by systematically representing the future evolution of the hazard components of RKRs, focusing on acute shocks. The overall outcome of interest is the increasing risk of impacts on human and natural systems via RKRs due to climate phenomena changes with increasing global warming levels (GWLs).","This study identifies the relevant climate hazards (flooding, storms, etc.) for each RKR, based upon the WGII authors’ assessment. It reports on their current state and expected future changes in magnitude, intensity and/or frequency, linking these changes to Global Warming Levels (GWLs) to the extent possible. It draws on the assessment of changes in climatic impact-drivers relevant to RKRs described in the 6th Assessment Report by Working Group I supplemented when needed by more recent literature. The methodology utilizes CMIP6 climate model projections, pattern scaling, and AR6 WGI assessments, focusing on 2081-2100 outcomes.  The drivers of risk considered include global warming levels, extreme events (heat, cold, precipitation, flooding, drought, storms, sea level rise), precipitation patterns, snow cover, glaciers, sea ice, permafrost, fire weather, marine heatwaves, ocean acidification, CO2 concentrations, storm surges, regional warming patterns, GSAT, and SSTs. Frequency of extreme events (e.g., storm surge) is assessed given projected sea level rise at specific global warming levels by 2100, with limited consideration of adaptation strategies.","For some quantities - like regional trends in oceanic and atmospheric temperature and precipitation, some heat and precipitation extremes, permafrost thaw and Northern Hemisphere snow cover - a strong and quantitative relationship with increasing GWLs has been identified. For others - like frequency and intensity of tropical cyclones and extra-tropical storms, and fire weather - that link can only be described qualitatively. For some processes - like the behavior of ice sheets, or changes in circulation dynamics - large uncertainties about the effects of different GWLs remain, and for a few others - like ocean pH and air pollution - the composition of the scenario of anthropogenic emissions is most relevant, rather than the warming reached. Climate change hazards relevant to RKRs are intensifying with global warming. Many hazards show a direct relationship with global temperature changes. Even limited warming will lead to significant impacts, such as more frequent coastal flooding. Relationships vary from quantitative to qualitative or uncertain. SLR dependence on GWLs and time periods is emphasized, acknowledging ice sheet uncertainty above 2°C.","In almost all cases, the basic message remains that every small increment in CO2 concentration in the atmosphere and associated warming will bring changes in climate phenomena that will contribute to increasing risk of impacts on human and natural systems, in the absence of compensating changes in these systems’ exposure and vulnerability, and in the absence of effective adaptation. This picture of the evolution of RKR-relevant climatic impact-drivers complements and enriches the treatment of RKRs in the other papers in at least two ways: by filling in their often only cursory or limited representation of the physical climate aspects driving impacts, and by providing a fuller representation of their future potential evolution, an important component – if never the only one – of the future evolution of risk severity. The study acknowledges limited evidence of warming effects on large-scale air pollution and notes anthropogenic heating in urban environments may relate to climate impacts. Heat extremes may have a non-linear relationship with warming. Despite uncertainties in some areas, the study provides a valuable, systematic representation of how climate hazards relevant to RKRs are expected to evolve with increasing global warming."
10.1038/s41467-024-47197-5,Falchetta G. et al.,2024.0,Global projections of heat exposure of older adults,"The global population is aging in parallel with increasing heat exposure as a result of climate change. This demographic shift and its biological and socio-economic dimensions significantly influence vulnerability to elevated temperatures. Chronic heat exposure presents a notable public health challenge, particularly for older adults who may be more susceptible to heat-related health issues. Understanding the intersection of climate and demographic changes is crucial for assessing the future risks faced by the aging populace.","This study integrates age-stratified demographic projections with downscaled CMIP6 temperature models up to mid-century, evaluating heat exposure for individuals aged 69 and older globally. Employing Shared Socioeconomic Pathways (SSP) and Representative Concentration Pathways (RCP), specifically SSP2-4.5 and SSP5-8.5, the study decomposes future heat exposure by examining variations in age structure and meteorological conditions. Gridded demographic data and high spatial resolution temperature exposure metrics underpin the analysis, while R is utilized for data processing and analysis. Although adaptation strategies are not directly modeled, the study provides crucial insights into anticipated exposures under different climate scenarios.","The study finds that chronic heat exposure is projected to double across all warming scenarios. By mid-century, over 23% of the global population aged 69 and older will experience climates where the 95th percentile of daily maximum temperatures exceeds the critical threshold of 37.5°C, up from the current 14%. An estimated 177 to 246 million additional older adults will be exposed to acutely dangerous heat conditions. Asia and Africa are identified as the most severely impacted regions, exacerbated by their relatively low adaptive capacities. The frequency of high-heat days will substantially increase, intensifying heat exposure risks, particularly in already warm regions, due to both climate change and population aging.","The findings of this study underscore the significant increase in heat exposure risk for older adults globally, with the most vulnerable areas identified in Asia and Africa. These regions are not only experiencing rapid demographic shifts towards an older population but also face constraints in adaptive capacity. The research highlights the critical need to incorporate considerations for the elderly into climate adaptation strategies, emphasizing the importance of regional risk assessments in managing public health impacts. The decomposition of heat exposure drivers reveals the dual contribution of climate change and demographic transformations to elevated risk levels, offering a nuanced understanding of anticipated future challenges. While the study does not model adaptive behaviors or technologies, its findings suggest urgent policy interventions and societal shifts to protect aging populations in the context of a warming world."
10.1126/SCIADV.ADL1082,nan,2023.0,Erratum: Globally unequal effect of extreme heat on economic growth (Science Advances DOI: 10.1126/sciadv.add3726),"This study investigates the globally unequal effects of extreme heat on economic growth, focusing on how anthropogenic climate change disproportionately impacts different regions and income levels. The research aims to quantify the macroeconomic consequences of extreme heat intensity, recognizing that current adaptation measures are insufficient and emphasizing the importance of adaptation investments alongside mitigation strategies. It builds on previous research by focusing on the impact of extreme heat, particularly Tx5d (the hottest 5-day period), and addresses data limitations with downscaling and uncertainty analysis. The corrected values in this erratum revise earlier estimates of economic losses due to extreme heat.","The study employs an econometric approach using panel regression with fixed effects and distributed lag models to quantify the economic impact of extreme heat intensity (Tx5d) on subnational economic growth. Historical and natural climate model simulations (CMIP6) are used to calculate counterfactual Tx5d. Regional GDP per capita (GDPpc) data is extrapolated using country-level GDPpc and nighttime luminosity via ordinary least squares regression. Uncertainty is assessed through bootstrapping, Monte Carlo analysis, and resampling from various models. The analysis covers the period 1992-2013, with Tx5d calculated as population-weighted averages of 5-day running means of daily maximum temperature. The study calculates damages considering mean temperature changes in addition to extremes, using nighttime luminosity, ERA5, and CMIP6 data.","Cumulative 1992–2013 losses from anthropogenic extreme heat likely fall between $16 trillion and $50 trillion globally. Losses amount to 8% of Gross Domestic Product per capita per year for regions in the bottom income decile, but only 3.5% for regions in the top income decile. GDPpc is >7% per year lower than it would have been without anthropogenic effects on extreme heat in tropical countries such as Brazil, Venezuela, and Mali. In high-latitude nations such as Canada and Finland, anthropogenic extreme heat changes have depressed GDPpc by ~3% per year. Cumulative losses over 1992–2013 total $52 billion (2010-equivalent dollars) in the average region in Brazil, more than three quarters of the 2010 GDP in the average Brazilian region, and $8.8 billion in the average Indonesian region, >50% of the 2010 GDP in the average Indonesian region. Cumulative global losses due to extreme heat average more than $33 trillion in 2013. It is virtually certain that the cumulative global effects of extreme heat fall between losses of $101 trillion and gains of $1.9 trillion, very likely that they fall between losses of $71 trillion and gains of $7 trillion, and likely that they fall between losses of $50 trillion and $16 trillion. Regions in the lowest income decile have experienced losses of 8% of GDPpc per year, compared to 3.5% in the top income decile. In all but the top income decile, even the 99% range does not encompass zero. Changes in extreme heat intensity account for almost ~18% of the overall damages despite being based on <2% of days in the year, indicating that the hottest few days of the year have an outsize influence on the economic effects of warming.","The study highlights that human-caused heat waves disproportionately depress economic output in poorer tropical regions, exacerbating global inequality. Extreme heat significantly decreases economic growth in warm regions, particularly in the tropics, where lower incomes amplify vulnerability. The results suggest that targeted adaptation strategies, heat resilience measures, and early-warning systems may yield disproportionate economic benefits, especially given the outsize influence of the hottest few days of the year. Anthropogenic warming has increased the frequency and intensity of extreme heat events, leading to substantial cumulative global losses. Rich countries bear primary responsibility for these increases, while poorer regions suffer the most. The findings underscore the urgency of adaptation investments alongside mitigation efforts to address the unequal economic impacts of extreme heat. The historical changes in average temperatures have also caused uniform losses globally."
10.1029/2020EF001886,Mukherjee et al.,2021.0,Anthropogenic Warming and Population Growth May Double US Heat Stress by the Late 21st Century,"Globally, heat stress (HS) is nearly certain to increase rapidly over the coming decades, characterized by increased frequency, severity, and spatiotemporal extent of extreme temperature and humidity. While these characteristics have been investigated independently, a holistic analysis integrating them is potentially more informative. This study uses the IPCC risk framework to examine present and projected future potential impact (PI) of summer heat stress for the contiguous United States (CONUS) as a function of non-stationary HS characteristics and population exposure. The study focuses on 1-7 day heat stress events, employing a decomposition approach to assess climate and population impacts on health risks. Demographic and socioeconomic factors are crucial for adaptation, especially in regions facing acclimation/adaptation challenges, such as the Great Lakes.","The study employs observations, climate projections from the CMIP5 model ensemble, and historical and future population estimates. Non-stationary frequency analysis is performed using Generalized Extreme Value (GEV) models applied to annual maxima of summer heat index (AM-HI) to estimate 40-year heat index (40YHI) under various climate scenarios (RCP4.5, RCP8.5) and time periods (historical, near-future, far-future). Heat index (HI) is calculated from temperature and humidity data, bias-corrected, and regridded to a 2° spatial resolution. Population data from 2000-2020 is interpolated to annual estimates and aggregated to the same resolution. Potential impact (PI) is estimated by combining population exposure with HS characteristics for 1, 3, and 7-day durations, using an indicator-based assessment technique with a geometric aggregation of normalized variables and equal weights to calculate a composite indicator. Changes in HS exposure are investigated using a Relative Risk (RR) framework, considering climate change and population changes separately and in interaction, using model-ensemble averages from 9 CMIP5 GCMs. The Block Maxima method is applied on yearly summer Heat Index (HI) maxima under SSP2 and SSP5 scenarios; the GEV model scale parameter uses an exponential function for positivity. Indicators are min-max normalized with n=3 indicators, S=5 climate scenarios, and m=210 CONUS grid locations.","The potential impact (PI) of short-to-medium duration (1-7 days) HS events is likely to increase more than three-fold across densely populated regions of the U.S., including the Northeast, Southeast Piedmont, Midwest, and parts of the Desert Southwest, by late this century (2060-2099) under the highest emissions scenario (RCP8.5). The contribution from climate change alone more than doubles the impact in the coastal Pacific Northwest, central California, and the Great Lakes region, implying a substantial increase in HS risk without aggressive mitigation efforts. Projected heat stress severity in the contiguous U.S. is set to double by 2060-2099, with the greatest risks in the Pacific Northwest, central California, and the Great Lakes. Increasing population exposure significantly influences these risks, with a notable rise in severe heat events across various regions, especially under high emissions scenarios like RCP8.5. Heat stress trends differ from temperature trends in the Midwest and South.","The study highlights the significant and compounding impacts of anthropogenic warming and population growth on heat stress across the CONUS. Without aggressive mitigation efforts, several regions face a substantial increase in HS risk. The decomposition approach allows for the isolation of climate change and population impacts, revealing the importance of both drivers. The findings emphasize the need for adaptation strategies, especially in densely populated areas and regions particularly vulnerable to climate change, such as the Pacific Northwest, California, and the Great Lakes. Further research should focus on incorporating adaptation measures and exploring the role of demographic and socioeconomic factors in shaping heat stress vulnerability and resilience."
10.1038/s41467-023-37858-2,Toth et al.,2023.0,The potential for coral reef restoration to mitigate coastal flooding as sea levels rise,"The ability of reefs to protect coastlines from storm-driven flooding hinges on their capacity to keep pace with sea-level rise. The potential for coral reef restoration to mitigate coastal flooding as sea levels rise is explored, focusing on whether restoration can reverse the impacts of coral-reef degradation to preserve this essential function. This study takes place at Buck Island Reef in the U.S. Virgin Islands. The drivers of risk include: coral-reef degradation, sea-level rise, storms, bioerosion, thermal stress, SCTLD, extreme weather, bathymetry changes, erosion, carbonate production, and climate change.","This study combines coral-growth measurements and carbonate-budget assessments (using ReefBudget v1 methodology, linear mixed-effects models, ANOSIM, SIMPER, and matrix models) of reef-accretion potential with hydrodynamic modeling (XBeach) to quantify future coastal flooding under various coral-restoration, sea-level rise, and storm scenarios at Buck Island Reef. Carbonate budgets from 54 sites assess reef accretion/erosion dynamics, considering bioerosion. Coral-growth experiments and a population model project coral cover and accretion rates. The model was validated against observed wave data. Adaptation considered involves modeling coral restoration scenarios to project reef accretion potential and its impact on coastal flooding. These scenarios are incorporated into carbonate-budget and coral-growth models to project reef elevation changes and total water levels under various sea-level rise and storm conditions. Bioerosion rates are also considered.","Our results provide guidance on how restoration of Acropora palmata, if successful, could mitigate the most extreme impacts of coastal flooding by reversing projected trajectories of reef erosion and allowing reefs to keep pace with the similar to 0.5m of sea-level rise expected by 2100 with moderate carbon-emissions reductions. This highlights the potential long-term benefits of pursuing coral-reef restoration alongside climate-change mitigation to support the persistence of essential coral-reef ecosystem services. Successful restoration of Acropora palmata can enhance reef-accretion potential, counteracting sea-level rise, maintaining coral cover, and lowering wave-driven water levels. Optimistic scenarios project >10% coral cover increase by 2100 with coral restoration.","Restoration benefits are maximized when efforts begin before 2030 and are coupled with additional management actions and climate-change mitigation. High parrotfish bioerosion and physical erosion from storms and SCTLD pose challenges, suggesting present-day reef accretion estimates may be overly optimistic. Uncertainties exist regarding restoration success, including assumptions of isometric growth of Acropora palmata and the use of reef-crest habitat area for percent cover calculations."
10.1029/2023EF004230,Balaguru et al.,2024.0,A Global Increase in Nearshore Tropical Cyclone Intensification,"Tropical cyclones (TCs) present significant risks to coastal areas, causing extensive damage. While research has been conducted on various aspects of TCs impacting coastal regions, nearshore cyclone intensification has not been heavily explored, especially on a global scale. Understanding how storm intensification close to the coast is changing due to climate impacts is crucial for assessing socio-economic risks and improving operational forecasts.","The study used a multi-pronged approach to examine nearshore TC intensification. This included analyzing TC track data from IBTrACS and ADT-HURSAT to calculate intensification rates, using atmospheric reanalysis data (NCEP-DOE II, ERA5) and sea surface temperature data (HadleySST) to identify environmental factors influencing these rates, and projecting future changes in nearshore intensification using high-resolution climate model simulations from HighResMIP and CMIP6 under emission scenario SSP585. Furthermore, idealized numerical sensitivity experiments were carried out using a Stationary Wave Model (SWM) to understand the physical mechanisms driving changes in vertical wind shear. The statistical significance of observed and projected changes was tested using a Student's t-test.","Increased nearshore tropical cyclone (TC) intensification rates were observed globally from 1979-2020, particularly along the U.S. East and Gulf coasts, and the Southeast African and Australian coasts. Decreases in vertical wind shear (VWS) and increases in relative humidity (RH) have been identified as key factors in observed intensification increases. High-resolution climate models project continued increases in nearshore TC intensification rates, except near the west coast of Mexico and the Australian coast. Projected increases are primarily due to stronger decreases in VWS driven by enhanced upper-tropospheric warming and altered heating patterns, with marked effects along U.S. coastlines. Certain regions, such as the northern Bay of Bengal and South China Sea, might not experience more favorable conditions for TC intensification due to projected increases in VWS and decreasing RH. Enhanced static stability plays a crucial role in altering VWS dynamics, particularly across Northeast Asia and the North Indian Ocean.","The study highlights the increasing rates of nearshore TC intensification globally due to climate change, posing significant socio-economic threats to coastal areas. Despite the comprehensive approach and robust results achieved across multiple data sources, some models predict weaker intensification changes than observations, particularly outside the targeted U.S. and Asian coastal areas. These discrepancies may arise from model complexities involving zonal flows, eddies, and parameterization inaccuracies. Enhanced warming in the upper-troposphere and changes in heating patterns are identified as major drivers of these trends, particularly affecting vertical wind shear dynamics. The understudied nature of nearshore intensification, combined with these findings, underscores the need for targeted climate adaptation and mitigation strategies in vulnerable coastal regions."
10.1016/j.euroecorev.2024.104819,Kotlikoff et al.,2024.0,Can today's and tomorrow's world uniformly gain from carbon taxation?,"Climate change will impact current and future generations in different regions very differently. This paper develops the first large-scale, annually calibrated, multi-region, overlapping generations model of climate change and carbon policy to examine this issue. Absent policy, climate change may, under high-damage scenarios, dramatically reduce GDP in most regions, with India, Brazil, and the South Asian Pacific suffering long-term catastrophic damages. The model explores whether today's and tomorrow's world can uniformly gain from carbon taxation.","This study employs a large-scale, annually calibrated, multi-region (18 regions), overlapping generations (80 generations) integrated assessment model (IAM) built upon the Global Gaidar Model (GGM), coupled to a climate emulator and parameterized by Folini et al. (2024). The model features region-specific emissions, damages, and temperatures. It models climate evolution with three carbon reservoirs (atmosphere, upper ocean, lower ocean). Agents from age 20 to 100 are considered, with age-specific mortality risks, finite energy reserves, increasing extraction costs, energy substitutability (elasticity of substitution between oil, coal, and gas is assumed to be 2), and clean energy production with region- and time-specific productivity. Regional TFP is modeled as a product of an exogenous trend and a temperature-dependent function, using regional productivity growth rates from country-specific regressions (Müller et al., 2019) until 2100, then equal to the US growth rate. The model is calibrated using 2017 data and solves using a variant of the Gauss-Seidel iteration technique and a Krusell–Smith type model combined with an Auerbach and Kotlikoff Lump-Sum Redistribution Authority (LSRA). Business-as-usual (BAU) scenarios are simulated and climate impacts are assessed under varying damage functions. The social cost of carbon (SCC) is calculated by comparing damages under different emissions paths. Employs a recursive solution algorithm to solve nonlinear systems of equations and iteratively finds the optimal carbon tax path. The economy reaches a steady state in 3017, and the algorithm is highly precise.","Climate change may drastically reduce GDP, especially in India, Brazil, and the South Asian Pacific. Carbon taxation and redistribution can correct externalities and raise welfare, but uniform welfare gains may require high compensatory payments. Limited burden redistribution can still yield substantial welfare gains. Global carbon taxation can mitigate climate change losses, but major economies' participation (e.g., China) is crucial. Some regions may initially benefit from warming. Carbon taxation, coupled with region- and generation-specific transfers, can both correct the carbon externality and raise the welfare of all current and future agents across all regions by 4.3 percent. The impact on the use and duration of fossil fuels is dramatic, as is the reduction in the path of global emissions. Achieving completely uniform welfare gains leaves future generations in particular regions facing exceptionally high compensatory payments. A carbon tax-cum redistribution policy that limits this burden for any generation in any region to less than 10 percent, measured on a consumption-equivalent basis, can deliver a 4.0 percent or higher welfare gain for all peoplekind — present and future. Carbon taxes set through time, at carbon's marginal social cost, do far too little to mitigate climate change unless all major emitters, particularly China, adopt them and do so immediately.","The model highlights the potential of carbon taxation and redistribution to mitigate climate change and improve welfare across regions and generations. However, the implementation of such policies requires careful consideration of the distribution of benefits and costs, particularly the burden on future generations. Global cooperation, including participation from major emitters like China, is crucial for the effectiveness of carbon taxation as a mitigation strategy. The results are sensitive to the shape of damage functions, which warrants further research. While the model incorporates some temperature-dependent productivity functions, further investigation into adaptation strategies is needed to fully understand the potential for reducing climate change impacts. Overall, the study provides valuable insights into the complex interplay between climate change, carbon policy, and economic welfare, emphasizing the need for comprehensive and equitable solutions."
10.1007/978-3-030-86211-4_2,Aaheim et al.,2022.0,Cross-Sectoral Challenges for Adaptation Modelling,"Socioeconomic studies on adaptation based on bottom-up approaches have been focusing mainly on local impacts of weather-related variations, thereby neglecting potential remote impacts. There is little knowledge about challenges that relate to the global and long-term character of climate change. By contrast, impact assessment studies using top-down approaches, such as multi-region, multi-sector computable general equilibrium (CGE) models, provide a consistent framework to capture potential remote impacts, which occur through cross-sectoral and cross-regional interactions. This paper focuses on climate change adaptation strategies and modeling, with an emphasis on European initiatives and frameworks. The outcomes of interest are remote impacts of climate change, as well as cross-sectoral and cross-regional interactions. The drivers of risk include climate change, extreme weather (floods, droughts, heatwaves, storms, sea level rise, forest fires), greenhouse gas emissions, land use change, aridity, temperature changes, hydroclimatic features, resource depletion, and biodiversity loss. Hazard definition is characterized as acute shocks with adaptive impact persistence.","The paper employs both top-down (CGE models, IAMs) and bottom-up approaches. It also incorporates adaptation modeling, risk assessment, uncertainty management, socio-hydrological modeling, and flood modeling. A wide range of modeling methodologies (e.g., response surface approaches, dynamic flood risk modeling, sectoral models, Integrated Assessment Models [IAMs], computable general equilibrium [CGE] models) are used. The analysis looks at costs/benefits, uncertainty reduction, autonomous adaptation, policy evaluation, and disaster risk reduction. Participatory methods and storyline development are also utilized. The space disaggregation is local and global, considering sectoral interactions and economic dynamics that are adaptive, reflecting shifts in economic behavior in response to impacts.","Main findings of our economic impact assessments of climate change and adaption modelling are presented. Additionally, the paper identifies research and policy gaps and highlights the need for adaptive strategies to be informed by robust models that consider cross-sectoral and cross-regional interactions. The study also discusses the challenges for incorporating adaptation measures and policies into macroeconomic models.","The paper discusses the integration of adaptation strategies and modeling approaches to address climate change impacts across multiple sectors. It explores challenges in incorporating adaptation into macroeconomic models and highlights the importance of climate services. Key considerations include the importance of climate services and the consideration of cross-sectoral and cross-regional interactions in robust models for informed adaptive strategies. Furthermore, the importance of addressing the global and long-term character of climate change is emphasized."
10.1007/s10584-023-03611-3,Moyer et al.,2023.0,How many people will live in poverty because of climate change? A macro-level projection analysis to 2070,"Fossil fuel-based economic development both causes climate change and contributes to poverty alleviation, creating tensions across societal efforts to maintain growth, limit climate damage, and improve human development. While many studies explore key aspects of this dilemma, few direct attention to the pathways from climate change through socioeconomic development to the future of poverty. This study projects the impact of climate change on extreme poverty levels across 175 countries through 2070. It acknowledges the tension between fossil fuel use and poverty alleviation, considers economic impacts and tipping points, and investigates income inequality's role. The analysis uses SSPs, RCPs, and the IFs model to project economic growth, income distribution, and population change.","This study uses the International Futures (IFs) model to project poverty across income thresholds for 175 countries through 2070, combining Representative Concentration Pathways (RCPs) with economic growth and inequality series from the Shared Socioeconomic Pathways (SSPs). Micro-simulations and damage functions (DICE, FUND, PAGE) are employed, along with modeling of climate tipping points, to capture climate change impacts on economic activity and poverty levels. Various SSP-RCP scenarios are compared, with and without climate tipping points, to estimate the impact of climate change on poverty levels, and the sensitivity to changes in the Gini coefficient (income inequality) is tested. The analysis relies on macro-level relationships, historical data, and consumption-based measures. The study uses scenarios with and without tipping points and assesses the sensitivity to changes in the Gini coefficient to test for sensitivity to income inequality.","Central tendency scenarios with climate effects compared with scenarios that do not model climate change show that climate change-attributable extreme poverty will grow to 25 million people by 2030 (range: 18 to 30), 40 million by 2050 (range: 9 to 78), and 32 million by 2070 (range: 4 to 130) though overall levels of global poverty decline. If climatic tipping points are passed, the climate-attributable extreme poverty grows to 57 million people by 2030 (range: 40-72), 78 million by 2050 (range: 18-193), and 56 million by 2070 (range: 7-306). To mitigate baseline effects of climate change on extreme poverty, an improvement of global income inequality of 10% is required (range: 5-15%). Climate change reduces global economic growth, and poorer, hotter countries will experience the largest growth reductions, amplifying inequality.","Climate change is projected to exacerbate inequality and increase extreme poverty, with estimates varying significantly based on the scenario employed. The results suggest that middle-of-the-road scenarios project an additional 40 million people in extreme poverty by 2050, while worst-case scenarios that include tipping points could see 130 million by 2070. Improving income inequality can offset some climate-attributable poverty increases. The forecasts in this paper are generally lower than bottom-up estimates. The study notes model limitations regarding sectoral dynamics and planetary boundaries and emphasizes the need for mitigation, adaptation, and balancing development with environmental concerns."
10.3390/w14060967,Taguchi et al.,2022.0,Global-Scale Assessment of Economic Losses Caused by Flood-Related Business Interruption,"River flooding is a major natural hazard contributing to substantial economic losses globally. These losses are typically categorized into direct asset damage, business interruption (BI) losses, and high-order propagation effects on global trade networks. Accurately estimating these losses is essential for developing strategies to mitigate their impact and enhance societal resilience. However, biases in meteorological data used in climate models often impede accurate flood risk estimation, particularly related to BI loss due to imprecise input data concerning inundation extents and periods. Therefore, enhancing flood risk assessments through bias-corrected meteorological forcing could provide more reliable predictions and guide better policy responses.","This study employs the CaMa-Flood model integrated with a bias-corrected meteorological forcing scheme to estimate BI loss and asset damage stemming from global river flooding. Historical simulations covering the period from 1960 to 2013, as well as future projections for 2061–2090 under Representative Concentration Pathway 8.5 (RCP8.5) and Shared Socioeconomic Pathway 3 (SSP3) scenarios, are performed. Gridded GDP data derived from building heights serve as proxies for economic valuation, and asset values are calculated based on GDP. The methodology involves calculating BI loss in relation to inundation periods and gridded GDP from secondary and tertiary sectors, with asset damage determined via a damage-depth function. Validation of the model is achieved through comparison with World Bank estimates and historical flood loss data.",,"This study underscores the critical need for bias-corrected meteorological data in forecasting flood-related economic impacts, especially BI losses. The findings reveal that such losses can be on par with direct asset damages and are notably higher in regions with longer inundation periods and mild terrain slopes. Furthermore, future projections suggest an exacerbation of these losses due to climate change, with significant variations across different global regions. Proactive adaptation measures, like improved flood protection standards, are vital in curtailing the economic impact, underscoring their greater efficacy in reducing BI losses compared to asset damage. The research also highlights the importance of updating economic modeling frameworks to incorporate detailed, localized data, which can better inform risk management strategies and policy decisions."
