DOI,Source,Response
10.14198/INGEO.19351,gemini,"**Reasoning:**  The paper focuses on the *political and economic dimensions* of climate change governance and critiques the ""green growth"" approach. It does *not* directly report or project observed impacts to physical, natural, or human systems that are in scope for the US National Climate Assessment.  **Classification:**  *   **XC:** Not related to climate impacts *   **XU:** No United States specific information "
10.1016/j.euroecorev.2020.103409,gemini,**Explanation:**  This paper is focused on New Zealand and does not offer U.S.-specific information.  **Classification:**  XU 
10.1023/A:1005441608819,gemini,"Include.  RP: The paper projects direct impacts of climate change (increased drought, declining wetland and duck populations) on the Prairie Pothole Region, a vital ecosystem. "
10.1007/s00382-022-06284-3,gemini,"XU: This paper focuses on the Sahel region of Africa, not the United States. "
10.3354/cr01279,gemini,"Based on the abstract alone, this paper appears to be a broad overview of climate change commitments and drivers, rather than a specific study of direct climate impacts in the U.S. Therefore, it should likely be excluded.  **Code:** XU, XA  **Explanation:** The abstract doesn't suggest any U.S.-specific information (XU), and it seems to be a review or synthesis of existing knowledge rather than new analysis of climate impacts (XA). It discusses the overall climate system and emissions but does not detail specific direct impacts on sectors like infrastructure, agriculture, or human health. "
10.1007/s00704-013-0995-9,gemini,"**XU:** No United States specific information.  Explanation: This paper focuses on East Asian summer rainfall patterns. As such, it does not provide direct climate impact information relevant to the U.S. National Climate Assessment. "
10.1016/j.dsr.2020.103363,gemini,"**Include:** RO  **Explanation:** This paper reports observed impacts of climate change (specifically, sea ice retreat and sea surface temperature changes) on the phenology (timing of life cycle events) of pteropods, which are a key component of the Southern Ocean food web. This falls under direct impacts on ecosystems. "
10.1016/0047-2727(94)01449-X,gemini,"XC, XU  This paper focuses on the relationship between economic growth and CO2 emissions globally, with an emphasis on emissions growth in lower-income nations. It does not directly address climate impacts (XC) or provide United States specific information (XU). "
10.1111/rssa.12709,gemini,"XU: No United States specific information  This paper focuses on Europe, South America, Southeast Asia, and Africa, and does not provide any U.S.-specific information relevant to the U.S. National Climate Assessment. "
10.1007/s11356-022-18562-y,gemini,"**Classification:** XU  **Explanation:** The paper focuses on the impact of climate change on agricultural exports in Pakistan, and therefore contains no United States specific information. "
10.5194/gmd-10-4321-2017,gemini,"RP, XU  This paper describes a protocol for modeling climate impacts across various sectors. While it doesn't present specific results itself, it outlines a project (ISIMIP) aimed at *projecting* (RP) climate impacts under different warming scenarios. However, the abstract doesn't mention a focus on the United States (XU). "
10.1007/s10464-010-9299-8,gemini,"**Classification:** XO  **Explanation:** This paper focuses on community narratives surrounding nuclear power and anti-nuclear activism, particularly in the context of climate change. While it touches on climate change as a motivation for considering nuclear power, its primary focus is not on the *direct* climate impacts themselves (e.g., increased heatwaves, sea-level rise, changes in precipitation patterns, etc.). It is about the social and political debate around nuclear power as a potential solution to climate change and the concerns of a specific community regarding nuclear technology. "
10.1007/978-90-481-9516-9_9,gemini,"XU: No United States specific information  This paper focuses on climate change impacts in Bangladesh, not the United States, and therefore is not relevant for the U.S. National Climate Assessment. "
10.1111/ele.12098,gemini,"**Explanation:**  This paper argues against focusing on attributing specific ecological changes to anthropogenic climate change. While it acknowledges climate impacts, it doesn't provide new observations or projections of *direct* impacts relevant to the National Climate Assessment. It is a methodological piece arguing against a particular research approach.  **Codes:**  XA: No new analysis (using previously-published work) XO: Excluded for another reason (methodological/perspective piece, not reporting impacts) "
10.1016/j.egyr.2022.01.058,gemini,"**Classification:** XC, XU  **Explanation:** This paper focuses on the relationship between energy intensity, GDP, and carbon emissions in *Iran*. It is therefore not relevant to a review of *direct climate impacts* for the *U.S. National Climate Assessment*. It also does not report any impacts, but rather drivers of carbon emissions. "
10.1644/10-MAMM-A-278.1,gemini,"This paper should *not* be included.  *   **XU: No United States specific information** The study focuses on Alpine chamois, which are not found in the United States. "
10.1098/rsta.2012.0416,gemini,"XU, XV  This paper analyzes the effect of climate hazards on national-level economic growth *globally*, not specifically within the U.S. Also, it does not value observed or projected direct impacts, but rather the overall economic impact of extreme weather events. "
10.1007/s10668-022-02771-z,gemini,"XU, XC  This paper analyzes the relationship between economic growth, transport sector competitiveness, and carbon emissions across 121 countries globally. It does not focus on the direct impacts of climate change, nor does it provide US-specific information. "
10.1016/j.eja.2022.126668,gemini,"**RP, XU**  The paper projects the impact of different nitrogen fertilization and irrigation management practices on global warming potential (GWP) in a C4 turfgrass system, thereby projecting direct climate impacts (specifically, changes in radiative forcing). However, the study doesn't specify any U.S. focus, thus it is marked as XU. "
10.1111/ele.12500,gemini,"**XU, RO**  The paper should be included because it reports observed direct impacts (RO) on forest ecosystems. However, since the study is based in Canada, it is not specific to the U.S. (XU). While boreal forests do extend into the U.S. the study area is not the U.S. Therefore the paper may be less directly relevant, but it still provides valuable context and evidence of climate change impacts on forests, which may inform understanding of similar processes in the U.S.. "
10.3390/atmos13050749,gemini,"**Classification:** XU, XO  **Explanation:**  *   **XU:** The study focuses on the Kashmir valley in the Himalayas, and therefore contains no U.S.-specific information. The U.S. National Climate Assessment requires information relevant to the United States. *   **XO:** The study does not directly report observed or projected impacts to ecosystems, human health or other items directly valued in economic terms. The study speculates about potential consequences (food security and ecological sustainability), but does not provide specific, quantifiable impacts within those categories. "
10.1504/IJGW.2018.090400,gemini,"XU: No United States specific information.  This paper focuses on rice production in Thailand, not the United States, and is therefore not relevant to the U.S. National Climate Assessment. "
10.17660/ActaHortic.2006.717.5,gemini,"XU: No United States specific information  This paper focuses on apricot cultivars in Southern France, lacking specific information relevant to the U.S. National Climate Assessment. "
10.1016/j.ecolind.2018.05.022,gemini,"XU, XO: The paper focuses on grain production in China (Inner Mongolia, Hebei, Heilongjiang and Henan provinces), and therefore lacks United States specific information. Additionally, the abstract implies it is an evaluation of past (2000-2010) impacts, and the National Climate Assessment is intended to include current and projected impacts. "
10.1016/j.fuel.2022.126122,gemini,"**Classification:** XC, XU  **Explanation:** This paper focuses on the drivers of carbon emissions in China, specifically urbanization, energy consumption, and economic growth. It does not address the direct impacts of climate change within the United States. Therefore, it is not related to climate impacts (XC) and contains no United States-specific information (XU). "
10.1111/j.1365-2486.2010.02374.x,gemini,"**Classification:** XU, XC  **Explanation:**  This paper focuses on the global warming potential and greenhouse gas intensity of rice-cropping systems in China. It does not provide any U.S.-specific information (XU) and primarily focuses on the *causes* of climate change, rather than its direct impacts (XC). Therefore, it's not relevant for a review of direct climate impacts for the U.S. National Climate Assessment. "
10.3390/cli13010008,gemini,"XU  This paper focuses on South Africa, not the United States. Therefore, it is not relevant to a review of direct climate impacts for the U.S. National Climate Assessment. "
10.1080/10361146.2021.1879008,gemini,"XC, XU  This paper focuses on the political strategies of parties in Australia related to climate change and their impact on the Green party's vote share. It does not discuss direct climate impacts (XC) and is focused on Australia, not the United States (XU). "
10.1016/j.jclepro.2022.132963,gemini,"XU: No United States specific information  This paper focuses on grassland deterioration in Inner Mongolia, China. It doesn't provide any information relevant to the U.S. National Climate Assessment. "
10.1007/s00300-014-1575-x,gemini,"**Classification:** XU, XO  **Explanation:** This paper focuses on Eastern Rockhopper Penguins on Campbell Island, which is in the sub-Antarctic region of New Zealand, and therefore contains no U.S.-specific information (XU). While climate change impacts marine ecosystems, the geographical focus makes it irrelevant to the U.S. National Climate Assessment (XO: Geographical irrelevance). "
10.1111/1365-2656.12946,gemini,"**Classification:** XU, XO  **Explanation:**  *   **XU:** The study focuses on damselflies and does not provide U.S.-specific information. While the principles might be applicable, there is no geographical context for the NCA. *   **XO:** The study focuses on a single species (damselflies) and its response to temperature variation. While informative for understanding ecological impacts of climate change, its narrow focus makes it less relevant for a broad national assessment of direct climate impacts. It's not directly addressing broader impacts like infrastructure, agriculture, or human health. The paper also focuses on the impacts to one species, while the NCA focuses on impacts across the board."
10.1248/jhs.55.125,gemini,"**Classification:** XO, XU  **Explanation:** This paper focuses on the relationship between population growth and CO2 emissions, a driver of climate change. However, it does not directly address the impacts of climate change itself (XO). Further, it does not contain U.S.-specific information (XU). "
10.1088/1748-9326/ac27ce,gemini,"Based on the abstract, this paper should be included, and classified with the following code:  RP: Reports projected direct impacts (e.g., in 2050)  Explanation: The paper models the economic impact of climate damages on GDP growth. While the focus is on mitigation and optimal carbon prices, the underlying model explicitly incorporates climate impacts on economic growth, which are derived from direct climate impacts. "
10.1016/j.gloplacha.2020.103328,gemini,"XU, XO  This paper focuses on the Amazon rainforest, not the United States. While climate change impacts in the Amazon could indirectly affect the US (e.g., through global carbon cycle changes), this paper doesn't directly address climate impacts within the US. Thus, it's outside the scope of a review for the U.S. National Climate Assessment. The paper is also excluded because it models how governmental policies regarding NDCs might affect global temperature; this is not a direct climate impact. "
10.1016/j.dib.2024.110455,gemini,"This paper should *not* be included in the review.  **XU:** The paper focuses on sub-Saharan Africa, not the United States. "
10.1016/j.apenergy.2005.11.002,gemini,This paper should **not** be included in the review.  **Explanation:** The paper focuses on *mitigation* strategies and the social context surrounding their implementation. It does not directly address the *impacts* of climate change itself. It also lacks US-specific information.  **Codes:**  *   XC: Not related to climate impacts *   XU: No United States specific information 
10.1016/j.worlddev.2018.07.013,gemini,This paper should *not* be included.  *   **XU: No United States specific information** - The study focuses on rural Tanzania. 
10.1111/gcb.17300,gemini,"Include: RO, XU  Explanation: The paper reports observed direct impacts (RO) of climate change on an ecosystem, specifically reduced rhodolith growth. However, it does not provide United States specific information (XU) so the inclusion would depend on the scope of the review. "
10.1073/pnas.0711567105,gemini,XU: No United States specific information. The study focuses on a grassland in northern England. 
10.5194/isprs-archives-XLIII-B3-2022-1301-2022,gemini,"**Classification:** XU, XO  **Explanation:**  *   **XU:** The study area is in Slovenia, making it not specific to the U.S. *   **XO:** The paper focuses on developing a methodology for crop type mapping using satellite and weather data. While this could be useful for understanding climate impacts on agriculture *indirectly*, the paper's primary focus is on the method itself, not on directly quantifying or projecting those impacts. It's a tool for potential future impact assessment, not an impact assessment itself. "
10.3390/app131810505,gemini,"XC: Not related to climate impacts XO: Excluded for another reason (this paper focuses on a new time series forecasting methodology rather than assessing climate impacts)  This paper describes a new machine-learning model (DESTformer) for time series forecasting. While the model is tested on weather data, the focus is on the methodology itself and not on reporting or projecting specific climate impacts. Therefore, it doesn't fit the criteria for inclusion in a review of direct climate impacts. "
10.1016/j.eap.2022.01.019,gemini,"XU: No United States specific information.  This paper focuses on China's economic growth and climate impacts within China, making it unsuitable for inclusion in a review focused on the U.S. National Climate Assessment. "
10.3390/land11050717,gemini,"The paper should be included in the review and classified as:  *   **RP:** Reports projected direct impacts. While the paper focuses on carbon storage and emissions related to logging, it *does* project carbon stock changes and CO2e emissions through 2100. This qualifies as a projected climate impact (increased CO2e in the atmosphere). "
10.1002/wcc.808,gemini,"XO: This paper is a methodological overview of historical climatology. It discusses the field itself, its growth, challenges, and approaches. While it mentions ""assessing impacts of climate change,"" the abstract focuses on the *process* of historical climate reconstruction and interdisciplinary collaboration, rather than presenting specific findings about direct climate impacts in the US. "
10.1177/1464884914564845,gemini,"**Classification:** XO  **Explanation:** This paper focuses on the challenges faced by environmental journalists covering climate change, and strategies for getting climate change stories published. It doesn't report on observed or projected direct impacts of climate change, so it is not relevant to a review of direct climate impacts for the U.S. National Climate Assessment. "
10.1038/nature04246,gemini,"Based on the abstract, this paper *should* be included, and should be classified with the following codes:  *   **RO:** Reports observed direct impacts (ecosystem impacts through amphibian extinctions). *   **XU:** No United States specific information (although the study focuses on Costa Rica, the underlying mechanisms could be relevant to amphibians in the US)  Explanation: The paper links global warming to amphibian extinctions via a disease-related mechanism. This constitutes a direct impact on ecosystems, even though the specific study location is not the US. The mechanism of disease and warming could have impact on U.S. species. "
10.1016/j.patcog.2023.110118,gemini,"XC, XO: While the abstract mentions ""extreme weather events and natural disasters,"" the paper focuses on a *methodological* advancement in time series forecasting using deep learning. It doesn't report observed or projected *direct impacts* of climate change. The datasets used are related to a variety of forecasting applications including, but not limited to, weather. Therefore, it's outside the scope of a review of direct climate impacts. "
10.1007/s10784-024-09637-x,gemini,"**Classification:** XU, XO  **Explanation:** This paper focuses on the methodology and comparability of greenhouse gas inventories across countries, specifically within the Annex-I group (developed nations). It does not analyze *direct climate impacts* within the United States (XU). The paper also discusses governance and accounting issues, which, while important for climate policy, are not direct climate impacts as understood for this section of the National Climate Assessment (XO). "
10.1007/s10640-023-00831-0,gemini,"XU, XO: The paper focuses on macroeconomic impacts across 30 countries, without specific focus on the U.S. While it addresses climate risk and macroeconomic activity, it does not provide information on *direct* climate impacts as defined by the user (infrastructure damage, crop loss, etc.). Therefore, while potentially relevant for a broader economic impacts section, it's not suitable for a review of *direct* climate impacts in the U.S. "
10.1016/j.shpsb.2010.07.006,gemini,"XO: This paper focuses on the *methods* used for climate and weather prediction (ensemble methods, uncertainty quantification), rather than reporting on specific climate impacts. While important for understanding the basis of impact projections, it doesn't directly address the impacts themselves. "
10.1002/joc.8368,gemini,"XU: No United States specific information  This paper focuses on streamflow in eastern Australia, not the U.S. Therefore, it should not be included in the U.S. National Climate Assessment review. "
10.1016/j.gloenvcha.2016.05.002,gemini,"XU, XC  Explanation: This paper focuses on farmer perceptions in New Zealand, not direct climate impacts in the U.S. The research is about perceptions of climate change and factors influencing those perceptions, not about observed or projected *impacts* of climate change. "
10.1007/s10640-012-9623-x,gemini,"**No**, this paper should **not** be included in the review.  **Reason:** The paper focuses on the *economics* of adaptation and mitigation investments, not on the direct climate impacts themselves. While it discusses adaptation, it does so in the context of economic policy optimization, not reporting specific observed or projected physical climate impacts.  **Codes:**  *   **XC:** Not related to climate impacts *   **XU:** No United States specific information "
10.1016/S0304-3770(98)00117-X,gemini,"Include: RP, XA, XU  Explanation: While the paper presents a review (XA) and doesn't focus specifically on the U.S. (XU), it projects direct impacts (RP) of climate change on seagrass ecosystems, which are relevant to the National Climate Assessment's review of direct climate impacts. "
10.5152/forestist.2021.20050,gemini,**XU: No United States specific information**  This study focuses on forests in Turkey and does not provide any information relevant to the direct climate impacts within the United States. 
10.3390/su17020679,gemini,"This paper should *not* be included.  *   **XU: No United States specific information** The paper focuses on African countries and their CO2 emissions, economic growth, and socio-economic factors, with no mention of the United States. "
10.1007/s11069-007-9114-5,gemini,"Based on the abstract and keywords, this paper focuses on financial instruments (weather derivatives, weather-risk models) used to manage weather-related financial risks, rather than on directly observing or projecting the direct physical impacts of climate change.  Therefore, the paper should *not* be included.  Classification: XC Explanation: The paper does not directly address the impacts of climate change on physical systems, human health, or ecosystems. It focuses on financial risk management related to weather. "
10.1038/s41558-021-01000-1,gemini,"**XU, RO**  The paper should be reviewed for inclusion of direct impacts on agriculture. However, the abstract mentions global impacts, so it needs to be examined for any U.S.-specific information. It reports observed direct impacts (RO) on agriculture due to climate change by quantifying the reduction in agricultural productivity. "
10.12775/EQ.2023.003,gemini,"**Classification:** XU, XO  **Explanation:**  *   **XU: No United States specific information:** The study focuses on Pakistan, not the United States, making it irrelevant for the U.S. National Climate Assessment. *   **XO: Excluded for another reason:** The paper forecasts weather parameters for a specific year (2018) and period (few months) which is not relevant to long-term climate impacts. It is a weather forecasting paper, not a climate impact assessment. "
10.3727/108354208785664256,gemini,"**RP**  This paper explores the impact of weather on golfing activity and discusses the implications of climate change. It mentions that models of present-day relationships can be combined with scenarios of future climatic conditions to inform choices, thus it projects direct impacts. "
10.1016/j.erss.2020.101882,gemini,"XC  The paper focuses on the relationship between economic factors, energy systems, and GHG emissions, not direct climate impacts. It uses time series analysis to understand how these relationships have changed over time. "
10.1002/ecs2.1816,gemini,"**XO:** Excluded for another reason (Focuses on butterfly populations, which is outside the scope of direct climate impacts as defined by the prompt for the National Climate Assessment.) "
10.1038/s41612-023-00412-4,gemini,"XU  This paper focuses on China, not the United States. Therefore, it does not provide U.S.-specific information relevant to the National Climate Assessment. "
10.1080/15427528.2013.845051,gemini,"XU, XA  Explanation: The paper does not focus on the United States (XU) and appears to be a general overview/review of the topic (XA), rather than presenting new, specific analyses of direct climate impacts. "
10.1016/j.spc.2020.06.004,gemini,"XU: No United States specific information XC: Not related to climate impacts  Explanation: The paper focuses on G7 countries and the relationship between GDP and methane emissions. While methane is a greenhouse gas and contributes to climate change, the paper doesn't analyze or project specific climate *impacts* (e.g., health effects, infrastructure damage, crop loss) in the US. It focuses on a broader economic-environmental relationship in a set of countries, none of which are examined in depth, or are used to make projections. "
10.3390/rs16111868,gemini,"XU: The study focuses on Central Yakutia, Russia, and does not provide specific information relevant to the United States. "
10.1073/pnas.1920211117,gemini,"**Classification:** XU, XO  **Explanation:**  *   **XU:** The paper focuses on ancient Arabia, offering no United States-specific information relevant to the U.S. National Climate Assessment. *   **XO:** While the paper discusses human responses to climate change, it does so in a historical context and doesn't directly address current or projected direct climate impacts relevant to a modern assessment. The paper is also based on archeological research, which is generally not a focus on direct impacts. "
10.1890/1540-9295(2003)001[0130:ATIOGW]2.0.CO;2,gemini,"**Include:**  *   **RO:** The abstract mentions that forest insects and pathogens are pervasive and important agents of disturbance, affecting a large area and having a significant economic impact. This suggests observed impacts on ecosystems. *   **RP:** The abstract states that ""all aspects of insect outbreak behavior will intensify as the climate warms,"" indicating projected future impacts due to climate change. *   **XU:** The abstract states that the paper focuses on the effect of climate change on the forests of North America. This would require that the paper focuses on the US to be included in your review. This should be confirmed, and the inclusion of this code depends on whether the paper has US-specific information. "
10.1016/j.ejor.2018.11.003,gemini,"XC, XU  Explanation: The paper focuses on electricity demand forecasting in Greece, with weather conditions being only one factor among others influencing demand. It does not directly address climate impacts or provide any U.S.-specific information. "
10.3390/en10030381,gemini,"XC, XU  This paper primarily focuses on the relationship between renewable energy and economic growth within the EU-28 countries. It does not directly address climate impacts in the United States. "
10.1007/s11027-021-09986-x,gemini,"XU, RP  Explanation: The paper focuses on global energy use and does not provide U.S.-specific information (XU). However, it does report projected impacts of climate change on energy use (RP). Since the NCA focuses on the U.S., the global scope makes it less relevant, but the projected impacts are still somewhat related. "
10.1016/j.agee.2023.108538,gemini,"This paper should **not** be included in the review.  **XU:** The study focuses on agricultural practices and their impact on emissions and crop production in the North China Plain, not the United States. Therefore, it lacks U.S.-specific information. "
10.1007/s11356-022-19457-8,gemini,"XC, XU. This paper focuses on the relationship between natural gas consumption and economic growth in Nigeria, not on direct climate impacts in the U.S. "
10.1007/s00181-022-02227-3,gemini,"XC, XU  This paper focuses on the economic effects of pandemics, not climate impacts. While interesting, it is not directly relevant to the scope of a review on direct climate impacts for the U.S. National Climate Assessment. Furthermore, the study does not focus on the United States. "
10.1016/j.jeem.2021.102462,gemini,"**RP, XU**  The paper reports projected direct impacts (RP) on crop yields due to climate change. However, it focuses on *global* crop yields and does not provide United States-specific information (XU). Therefore, it may not be directly relevant to a U.S. National Climate Assessment review of direct climate impacts. "
10.3390/su141811303,gemini,"XU, XO  Explanation: This paper focuses on Ecuador, so it lacks U.S.-specific information (XU). Also, the abstract states that deforestation does *not* directly affect climate change in their analysis, making it less relevant to a review of *direct* climate impacts (XO). "
10.1111/j.1469-8137.2006.01703.x,gemini,"XU, XO: This paper focuses on European larch in the Alps, providing no U.S.-specific information. Furthermore, while it touches on climate-growth relationships, it primarily focuses on the *methodology* of using tree rings to reconstruct past climate and the potential non-stationarity of these relationships. It does not directly report on observed or projected climate impacts on U.S. ecosystems or other sectors relevant to the National Climate Assessment. "
10.1016/j.worlddev.2022.105897,gemini,"XU  This paper focuses on sub-Saharan Africa, not the United States. Therefore, it is not relevant to the U.S. National Climate Assessment. "
10.1007/s13132-023-01111-4,gemini,**XU:** The study focuses on Mediterranean countries and provides no information specific to the United States. 
10.1007/s42106-018-0033-z,gemini,XU  Explanation: The study focuses on crop phenology in north China and does not provide any U.S.-specific information relevant to the U.S. National Climate Assessment. 
10.1016/j.ecolind.2021.107460,gemini,"**Classification:** XU, XO  **Explanation:**  *   **XU: No United States specific information:** The study focuses on Pakistan, not the United States, which is the geographical scope of the U.S. National Climate Assessment. *   **XO: Excluded for another reason:** The paper primarily examines the drivers of carbon dioxide emissions in Pakistan. While it touches on factors related to climate change, its main focus is not on the direct impacts of climate change. The goal of the National Climate Assessment is to assess climate impacts. "
10.1016/j.envsoft.2015.03.010,gemini,"Based on the abstract, this paper should be included.  *   **RP:** The paper investigates the implications for growth under two RCP scenarios, indicating projected impacts. *   **XU:** While not US specific, the paper compares different world regions and applies IAMs, which are often used to model the US. Therefore, excluding it for being US-specific would be too strict. "
10.1016/j.accre.2017.08.005,gemini,"XC, XO: The paper primarily discusses the *political and economic* implications of the US withdrawal from the Paris Agreement on global climate change governance. It does *not* analyze direct climate impacts within the United States, which is the focus of your review. The paper does mention budget cuts in American climate change research, but the focus is on *research* rather than the impacts of climate change. "
10.1007/s12667-011-0031-z,gemini,"**Classification:** XC  **Explanation:** This paper focuses on mitigating greenhouse gas emissions through long-term planning in the energy and transportation sectors. It does not directly address or analyze the *impacts* of climate change itself (e.g., infrastructure damage, health effects, etc.). Therefore, it is not relevant for a review of direct climate impacts. "
10.1080/27658511.2024.2419161,gemini,"Based on the abstract, this paper should *not* be included in a review of *direct* climate impacts for the U.S. National Climate Assessment.  Explanation: This paper focuses on the relationship between economic growth, CO2 emissions, and renewable energy on a *global* scale. It does not directly address observed or projected *direct* climate impacts (e.g., impacts on infrastructure, human health, or ecosystems) within the United States.  Codes: *   XU: No United States specific information *   XC: Not related to climate impacts "
10.1016/j.eneco.2022.106306,gemini,"**Classification:** XU, XO  **Explanation:** This paper focuses on Australia, and therefore lacks United States-specific information (XU). Additionally, the paper discusses *decreases* in energy poverty due to climate change, which is not a direct climate impact in the way the National Climate Assessment typically frames it. The assessment focuses on the negative impacts of climate change (XO). "
10.3390/land11040512,gemini,"**RP, XU**  This paper projects the impact of climate variability on agricultural productivity. Therefore, it reports projected direct impacts (RP). However, it's a global study (104 countries) with no specific focus on the United States (XU). This limits its direct applicability to the U.S. National Climate Assessment, unless it contains specific information that can be extrapolated to the U.S. "
10.1007/s13280-012-0334-x,gemini,"XU: No United States specific information  This paper focuses on the Baltic ringed seal population and its response to climate change, specifically in the Baltic Sea. It does not contain any information relevant to the U.S. National Climate Assessment. "
10.1088/1748-9326/abadcb,gemini,"**Classification:** RP, XU  **Explanation:** The paper reports projected direct impacts (RP) on crop yields, a direct climate impact. However, it does not focus on the United States (XU), providing only global and regional results which limits its direct applicability to the U.S. National Climate Assessment. "
10.15666/aeer/0702_171198,gemini,"**Reasoning:**  The paper discusses climate change impacts on aquatic ecosystems, focusing on modeling approaches. While it doesn't explicitly focus on the United States, the general findings regarding modeling and potential impacts on aquatic ecosystems are relevant to understanding and projecting such impacts in the US. However, the abstract doesn't indicate that it reports on observed impacts.  **Classification:**  RP, XU "
10.1038/s41597-022-01300-x,gemini,"XU, XO  Explanation: The paper focuses on creating a global gridded GDP dataset under different SSPs. While this dataset *could* be used in climate impact assessments, the paper itself doesn't report any specific climate impacts, direct or otherwise. It also does not focus on the U.S. specifically. It is a methodological paper providing data for other analyses. "
10.1007/s11356-021-13264-3,gemini,"**Classification:** XC, XU  **Explanation:** This paper primarily focuses on the relationship between economic development, food production, and obesity on a global scale. While it mentions global warming and CO2 emissions, it finds no significant link between global warming and obesity. Therefore, it doesn't directly address climate impacts relevant to the U.S. National Climate Assessment, nor does it contain United States specific information. "
10.1016/j.rser.2016.01.054,gemini,"This paper should *not* be included in the review.  **XU:** No United States specific information. **XC:** Not related to direct climate impacts; focuses on the relationship between economic growth, energy use, and carbon emissions, which are drivers of climate change, not direct impacts. "
10.1139/x92-228,gemini,"**RP:** The paper projects direct impacts of climate change (specifically warming) on the growth and mortality of oak species in the Midwestern United States, a direct impact on ecosystems. "
10.1111/jmcb.12574,gemini,**Include:**  *   **RP:** The paper projects the impact of rising temperatures on U.S. economic growth over the next century. 
10.1093/icesjms/fst089,gemini,"**XU, RP**  Explanation: The paper focuses on the ecological responses of Pacific saury to climate change, and while climate change is a direct impact, it is not focused on the United States specifically. The paper reports projected impacts on the fish population. "
10.1002/eap.2758,gemini,"XU, XC  This paper focuses on forest dynamics in southern Italy and, while mentioning climate change resilience, primarily discusses the impact of historical land use practices. It does not directly address climate impacts in the United States. "
10.3390/su15097136,gemini,"XU: No United States specific information.  This paper focuses on the effects of climate change on economic growth in Africa, so it does not provide any information relevant to the U.S. National Climate Assessment. "
10.1016/j.eneco.2006.05.017,gemini,"XC, XO: The paper focuses on economic growth and emissions projections as sources of uncertainty in climate change modeling, not on direct climate impacts themselves. It aims to improve economic models used for climate projections, but doesn't analyze or report on specific impacts. The paper is also dated (2006), so newer analyses would be preferred. "
10.15684/formath.23.003,gemini,XU: No United States specific information.  This paper focuses on China's harvested wood products and their role in meeting China's climate targets. It doesn't provide any information relevant to climate impacts within the United States. 
10.1016/j.agrformet.2018.08.021,gemini,"XU, RP  This paper focuses on forests in central France, making it not U.S. specific. It also projects future growth under different climate scenarios, indicating projected impacts. "
10.1007/s11434-009-0087-5,gemini,"**Classification:** XU  **Explanation:** The paper analyzes power system faults in central China. Therefore, it lacks United States-specific information. "
10.1038/s41467-020-15453-z,gemini,"Based on the abstract, this paper focuses on the economic benefits of different mitigation pathways compared to current pledges or inaction. It does not directly address the impacts of climate change themselves.  XU: No United States specific information XC: Not related to climate impacts "
10.48129/kjs.15943,gemini,"XU, XO: This paper focuses on Kuwait and uses a computable general equilibrium model for Kuwait. It lacks any U.S.-specific information. Additionally, it doesn't directly report observed or projected direct climate impacts but focuses on modeling food security in Kuwait under various scenarios. "
10.1038/nature22030,gemini,"**No**, the paper should not be included.  **XO: Excluded for another reason (Not a climate impact)**  The paper focuses on Gross Primary Production (GPP) and carbon cycle feedbacks, which are important for understanding climate change. However, it does not directly address specific climate *impacts* on sectors like infrastructure, human health, agriculture, or ecosystems. It is more relevant to understanding the Earth system response to climate change rather than detailing the direct consequences of those changes. "
10.1016/j.energy.2020.119592,gemini,"XC, XU  This paper analyzes the relationship between energy sources, GDP, and CO2 emissions in the *ten highest CO2 emitting countries* (not specifically the US). It focuses on the *relationship* between energy and emissions, rather than *direct climate impacts* such as infrastructure damage or health effects. "
10.1016/j.pocean.2018.02.003,gemini,"XU, XC  Explanation: The study focuses on the Adriatic Sea, providing no information relevant to climate impacts within the United States. It also studies the impact on the microbial food web rather than direct impacts. "
10.1016/j.gloenvcha.2011.04.005,gemini,"XU, XO  Explanation: This paper focuses on the Netherlands, so it lacks U.S.-specific information (XU). Furthermore, the focus on insurance pricing and risk management is not a *direct* climate impact (XO - indirect economic effect). "
10.1016/j.ecolind.2023.110257,gemini,"XU, XO  Explanation: This paper focuses on jellyfish blooms in the Bohai and Yellow Seas, which are not located in the United States (XU). While jellyfish blooms could potentially have ecological and economic consequences, the geographical focus of this paper means it's not directly relevant to a U.S. National Climate Assessment review of direct climate impacts. It also projects impacts outside of the US. (XO: Not geographically relevant to the U.S. National Climate Assessment). "
10.1016/j.agee.2011.08.006,gemini,"XU, RO  This paper focuses on the impact of climate change on rice production in northern Japan, making it non-U.S. specific. It does, however, report on observed impacts of climate change on rice phenology and yield losses. "
10.1108/17538250910953471,gemini,"This paper should *not* be included in a review of direct climate impacts for the U.S. National Climate Assessment.  **XC:** Not related to climate impacts  **Explanation:** The paper focuses on international agreements and mitigation strategies (emission reduction targets, funding mechanisms) related to climate change. It does not analyze or report on the direct impacts of climate change, which is the focus of the review. "
10.1016/j.agrformet.2022.109186,gemini,"**Classification:** XU  **Explanation:** The paper focuses on soybean yield mapping in Brazil. Therefore, it lacks United States-specific information. "
10.1098/rsta.2010.0305,gemini,"**XU:** No United States specific information. **XO:** The paper primarily models the climate-economy system at a global scale and does not focus on specific climate impacts.  Explanation: The paper describes a model of the global climate-economy system and discusses potential oscillatory behavior, but it doesn't provide details on direct climate impacts or any United States specific information. Therefore, it is not appropriate for inclusion in a U.S. National Climate Assessment review of direct climate impacts. "
10.1016/j.fcr.2018.12.005,gemini,"XU: The paper focuses on a study in central Spain, lacking U.S.-specific information. "
