,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
10,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,2600,NA,2.5%,350,97.5%,11000,Table 1,Health sector.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
11,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,220,NA,2.5%,140,97.5%,360,Table 1,Infrastructure sector.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
12,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,51,NA,2.5%,6.7,97.5%,220,Table 1,Labor sector.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
13,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,22,NA,2.5%,9.3,97.5%,35,Table 1,Electricity sector.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
14,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,6.1,NA,2.5%,0.42,97.5%,19,Table 1,Agriculture sector.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
15,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,4.0,NA,2.5%,1.6,97.5%,7.5,Table 1,Ecosystems+recreation sector.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
16,Climate-driven damages,US,RFF-SPs,2090,No CC,USD billions/year,2900,NA,2.5%,510,97.5%,12000,Table 1,Total in FrEDI. Totals may not sum due to rounding.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
17,Mortality,US,RFF-SPs,2090,No CC,deaths/year,50000,NA,2.5%,19000,97.5%,91000,Page 7,Additional deaths due to climate-driven changes in temperature.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
18,Mortality,US,RFF-SPs,2090,No CC,deaths/year,5100,NA,2.5%,2100,97.5%,10000,Page 7,Additional deaths due to climate-driven changes in air quality.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
19,Mortality,US,RFF-SPs,2090,No CC,deaths/year,1100,NA,2.5%,460,97.5%,1700,Page 7,Additional deaths due to wildfire smoke exposure.,"The bar chart illustrates the mean annual damages in trillions of dollars in the U.S. due to climate-related issues for three different years: 2050, 2070, and 2090. The damages are categorized by sector, with each category distinguished by color... In 2050, the total damage is just over $1 trillion. By 2070, the damage rises to approximately $2 trillion. In 2090, the damages reach close to $3 trillion. Image: Approximate value from bar chart... Table 1. The 95% confidence interval (CI) and mean annual US climate-driven damages in 2090 for the six categories shown in Fig. 2. All values are in 2020 USD. Totals may not sum due to rounding... TotalinFrEDI USD2900 USD510–USD12000... hours of work when temperatures are too hot for workers to work outdoors or in unconditioned workplaces (e.g., warehouses). Table 2 provides the mean physical impacts from each of the sectors in the health and labor categories in 2090, along with the 95% CI. As shown in Table 2, climate-driven changes in temperature have the largest impact on premature mortality, resulting in nearly 50000 additional deaths (95% CI: 19000–91000 deaths) annually by 2090, followed by climate-driven changes in air quality (5100 deaths; 95% CI: 2100–10000 deaths) and exposure to wildfire smoke (1100 deaths; 95% CI: 460–1700 deaths)... Category Mean(billions) 95%CI(billions)... Health USD2600 USD350–USD11000... To further illustrate the distribution of monetized damages across sectors, Fig. 4 shows the range of 2090 annual climate-driven damages in each of the 20 sectors in FrEDI, across all 10000 RFF-SP emission, GDP, and population scenarios, in decreasing order of sectoral mean damages. Figure 4 shows that national total damages in 2090 are primarily driven by the valuation of premature mortality attributable to climate-driven changes in temperature (mean: USD2.3 trillion per year; 95% CI: USD0.31–USD9.9 trillion per year). The next four sectors with the largest monetary climate-driven damages include premature mortality attributable to changes in air quality (mean: USD240 billion per year; 95% CI: USD32–USD1000 billion per year), transportation impacts associated with changes in high-tide flooding (mean: USD140 billion per year; 95% CI: USD110–USD200 billion per year), national labor hours lost (mean: USD51 billion per year; 95% CI: USD6.7–USD210 billion per year), and health damages from wildfire smoke exposure and response costs from wildfire suppression (mean: USD51 billion per year; 95% CI: USD8.1–USD220 billion per year). Climate-driven damages to coastal properties associated with changes in tropical storm frequency and wind strength (mean: USD28 billion per year; 95% CI: USD12-USD49 billion per year), damages attributable to changes in rail (mean: USD19 billion per year; 95% CI: USD7.7–USD45 billion per year) and road systems (mean: USD17 billion per year; 95% CI: USD6.6–USD35 billion per year), health damages from changes in southwestern dust exposure (mean: USD18 billion per year ; 95% CI: USD2.5–USD77 billion per year), and the health burden of change in Valley fever incidence (mean: USD14 billion per year; 95% CI: USD2.0–USD58 billion per year) round out the top 10 sectors with the largest annual damages in 2090."
